"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"89","08-34-200-022-0000","08-34-200-022-0000","NeighborhoodShoppingCenter","1441  TOUHY, ELK GROVE VILLAGE","6-77","7","621331","410822","410822","A","22","9038084","0.05","0.15","7298252.83","0.05","355.3","350","352.65","0","144876378.3","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"90","08-34-402-060-0000","08-34-402-060-0000 08-34-402-062-0000","DataCenter","1400 E DEVON, ELK GROVE VILLAGE","5-97","2","533511","333258","333258","A","22","7331676","0.05","0.15","5920328.37","0.05","355.3","350","352.65","0","117523433.7","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"91","08-34-402-061-0000","0","DataCenter","2200  BUSSE, ELK GROVE VILLAGE","5-97","0","885578","485286","485286","A","22","10676292","0.05","0.15","8621105.79","0.05","355.3","350","352.65","0","171136107.9","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"92","08-35-104-043-0000","08-35-104-043-0000","DataCenter","1800  NICHOLAS, ELK GROVE VILLAGE","5-97","16","293571","132699","132699","A","22","2919378","0.05","0.15","2357397.735","0.05","355.3","350","352.65","0","46796302.35","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"93","08-35-104-080-0000","08-35-104-080-0000","DataCenter","2080  LUNT, ELK GROVE VILLAGE","6-77","2","257407","132574","132574","A","22","2916628","0.05","0.15","2355177.11","0.05","355.3","350","352.65","0","46752221.1","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"94","08-35-301-070-0000","08-35-301-070-0000","DataCenter","2299  BUSSE, ELK GROVE VILLAGE","5-97","4","655010","310751","310751","A","22","6836522","0.05","0.15","5520491.515","0.05","355.3","350","352.65","0","109586340.15","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"95","08-23-202-032-0000","08-23-202-032-0000 08-23-202-037-0000","Flex","2831  MALMO, MOUNT PROSPECT","5-97","44","184412","62034","62034","C","4.9","303966.6","0.05","0.1","259891.443","0.09","46.55","52.5","49.525","0","3072233.85","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"96","08-08-402-027-0000","08-08-402-027-0000","MedicalOffice - Multi Tenant","5550  MEADOWBROOK, ROLLING MEADOWS","5-97","31","141783","36250","9659","B","19.8","191248.2","0.23","0.55","66267.5013","0.075","91.476","99","95.238","0","919903.842","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"97","08-11-201-030-0000","08-11-201-030-0000","MedicalOffice - Multi Tenant","601 W CENTRAL, MOUNT PROSPECT","5-92","0","18648","12194","12194","C","18","219492","0.23","0.55","76053.978","0.08","77.9625","90","83.98125","0","1024067.3625","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"98","08-12-109-028-0000","08-12-109-028-0000","MedicalOffice - Multi Tenant","111 E BUSSE, MOUNT PROSPECT","5-91","44","94867","88173","64426","B","19.8","1275634.8","0.23","0.55","442007.4582","0.075","91.476","99","95.238","0","6135803.388","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"99","08-15-104-047-0000","08-15-104-047-0000","MedicalOffice - Multi Tenant","825 E GOLF, ARLINGTON HEIGHTS","5-92","0","87222","30390","29715","B","18","534870","0.23","0.55","185332.455","0.075","83.16","90","86.58","0","2572724.7","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"100","08-15-310-009-0000","08-15-310-009-0000","MedicalOffice - Multi Tenant","605 E ALGONQUIN, ARLINGTON HEIGHTS","5-91","46","48260","31108","31108","C","18","559944","0.23","0.55","194020.596","0.08","77.9625","90","83.98125","0","2612488.725","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"101","08-16-200-071-0000","08-16-200-071-0000","MedicalOffice - Multi Tenant","2010 S ARLINGTON HEIGHTS, ARLINGTON HEIGHTS","5-92","0","103971","38532","33696","C","18","606528","0.23","0.55","210161.952","0.08","77.9625","90","83.98125","0","2829832.2","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"102","08-16-203-006-0000","08-16-203-006-0000","MedicalOffice - Multi Tenant","412 W ALGONQUIN, ARLINGTON HEIGHTS","5-97","25","35906","6080","5800","C","18.9","109620","0.23","0.55","37983.33","0.08","81.860625","94.5","88.1803125","98481","609926.8125","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"103","08-26-401-027-0000","08-26-401-027-0000","MedicalOffice - Multi Tenant","2300 E HIGGINS, ELK GROVE VILLAGE","5-92","0","85924","34320","33118","C","18","596124","0.23","0.55","206556.966","0.08","77.9625","90","83.98125","0","2781291.0375","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"104","08-32-100-011-0000","08-32-100-011-0000","MedicalOffice - Multi Tenant","820  BIESTERFIELD, ELK GROVE VILLAGE","5-97","30","31764","37357","15017","B","18.9","283821.3","0.23","0.55","98344.08045","0.075","87.318","94.5","90.909","0","1365180.453","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"105","08-32-100-012-0000","08-32-100-012-0000","MedicalOffice - Multi Tenant","850  BIESTERFIELD, ELK GROVE VILLAGE","5-97","38","105892","79150","43729","B","18.9","826478.1","0.23","0.55","286374.66165","0.075","87.318","94.5","90.909","0","3975359.661","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"106","08-32-100-014-0000","08-32-100-014-0000","MedicalOffice - Multi Tenant","810  BIESTERFIELD, ELK GROVE VILLAGE","5-91","25",NA,"85664","80324","B","18.9","1518123.6","0.23","0.55","526029.8274","0.075","87.318","94.5","90.909",NA,NA,"Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"107","08-32-100-015-0000","08-32-100-015-0000","MedicalOffice - Multi Tenant","810  BIESTERFIELD, ELK GROVE VILLAGE","5-91","14","324379","83517","64753","B","18","1165554","0.23","0.55","403864.461","0.075","83.16","90","86.58","0","5606314.74","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"108","08-32-102-024-0000","08-32-102-024-0000","MedicalOffice - Multi Tenant","555  BIESTERFIELD, ELK GROVE VILLAGE","5-92","0","43587","8176","8176","C","18","147168","0.23","0.55","50993.712","0.08","77.9625","90","83.98125","92505.5","779136.2","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"109","08-32-422-030-0000","08-32-422-030-0000","MedicalOffice - Multi Tenant","70  TURNER, ELK GROVE VILLAGE","5-92","0","11748","4220","4220","C","18","75960","0.23","0.55","26320.14","0.08","77.9625","90","83.98125","0","354400.875","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"110","08-32-422-045-0000","08-32-422-045-0000","MedicalOffice - Multi Tenant","70  TURNER, ELK GROVE VILLAGE","5-92","0","57712","16500","16500","C","18","297000","0.23","0.55","102910.5","0.08","77.9625","90","83.98125","0","1385690.625","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"111","08-07-213-013-0000","08-07-213-013-0000 08-07-213-017-0000","MedicalOffice - Single Tenant","5101  MEADOW, ROLLING MEADOWS","5-92","0","30929","5464","5464","C","18","98352","0.23","0.55","34078.968","0.08","77.9625","90","83.98125","77120.5","535994.05","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"112","08-15-300-013-0000","08-15-300-013-0000","MedicalOffice - Single Tenant","444 E ALGONQUIN, ARLINGTON HEIGHTS","4-92","32","86930","32940","32940","B","18","592920","0.23","0.55","205446.78","0.075","83.16","90","86.58","0","2851945.2","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"113","08-16-200-099-0000","08-16-200-099-0000 08-16-200-097-0000 08-16-200-096-0000","MedicalOffice - Single Tenant","48 W SEEGERS, ARLINGTON HEIGHTS","5-92","0","107697","39272","39272","B","18","706896","0.23","0.55","244939.464","0.075","83.16","90","86.58","0","3400169.76","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"114","08-23-402-016-0000","08-23-402-016-0000","MedicalOffice - Single Tenant","500  MIDWAY, MOUNT PROSPECT","5-92","19","61417","23206","23206","C","18","417708","0.23","0.55","144735.822","0.08","77.9625","90","83.98125","0","1948868.8875","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"115","08-32-202-024-0000","08-32-202-024-0000","MovieTheatre","1050  ARLINGTON HEIGHTS, ELK GROVE VILLAGE","5-27","32","119909","26953","26953","C","16","431248","0.15","0.1","329904.72","0.09","136","128","132","0","3557796","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"116","08-08-106-010-0000","08-08-106-010-0000, 08-08-208-003-0000","NeighborhoodShoppingCenter","2202  ALGONQUIN, ROLLING MEADOWS","5-31","52","99815","29100","26561","B","19.8","525907.8","0.1","0.4","283990.212","0.08","133.65","121","127.325","0","3381879.325","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"117","08-08-201-005-0000","08-08-201-005-0000","NeighborhoodShoppingCenter","1843 W CENTRAL, ARLINGTON HEIGHTS","5-31","39","37730","44064","6829.92","C","18","122938.56","0.1","0.4","66386.8224","0.09","108","110","109","0","744461.28","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"118","08-08-401-040-0000","08-08-401-040-0000 08-08-401-006-0000 08-08-401-032-0000 08-08-401-031-0000","NeighborhoodShoppingCenter","1740 W ALGONQUIN, ARLINGTON HEIGHTS","5-31","40","123995","45844","40877","C","17.1","698996.7","0.1","0.4","377458.218","0.09","102.6","104.5","103.55","0","4232813.35","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"119","08-09-300-018-0000","08-09-300-018-0000","NeighborhoodShoppingCenter","900 W ALGONQUIN, ROLLING MEADOWS","5-31","47","153486","25950","25950","C","18","467100","0.1","0.4","252234","0.09","108","110","109","422331","3250881","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"120","08-09-302-025-0000","08-09-302-025-0000 08-09-302-030-0000 08-09-302-031-0000","NeighborhoodShoppingCenter","1454 W GOLF, ROLLING MEADOWS","5-31","20","126825","33941","33941","B","23.9085","811478.3985","0.1","0.4","438198.33519","0.08","161.382375","152.46","156.9211875","0","5326062.0249375","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"121","08-09-400-062-0000","08-09-400-062-0000","NeighborhoodShoppingCenter","1816 S ARLINGTON HEIGHTS, ARLINGTON HEIGHTS","5-31","34","18257","12215","12215","C","23.4","285831","0.1","0.4","154348.74","0.09","140.4","143","141.7","0","1730865.5","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"122","08-09-402-008-0000","08-09-402-008-0000, 08-09-402-016-0000, 08-09-402-017-0000, 08-10-302-005-0000, 08-10-302-025-0000, 08-10-302-026-0000","NeighborhoodShoppingCenter","120 E GOLF, ARLINGTON HEIGHTS","5-31","33","563770","166420","162744","B","18.9","3075861.6","0.1","0.4","1660965.264","0.08","127.575","115.5","121.5375","0","19779498.9","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"123","08-10-302-039-0000","08-10-302-039-0000 08-10-302-040-0000 08-10-302-041-0000 08-10-302-042-0000 08-10-302-043-0000","NeighborhoodShoppingCenter","632 E GOLF, ARLINGTON HEIGHTS","5-31","33","137649","33635","33635","C","17.1","575158.5","0.1","0.4","310585.59","0.09","102.6","104.5","103.55","0","3482904.25","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"124","08-13-102-008-0000","08-13-102-008-0000 08-13-102-009-0000","NeighborhoodShoppingCenter","603 W GOLF, DES PLAINES","5-31","46","41223","15129","15129","B","18.9","285938.1","0.1","0.4","154406.574","0.08","127.575","115.5","121.5375","0","1838740.8375","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"125","08-13-102-017-0000","08-13-102-017-0000","NeighborhoodShoppingCenter","727 W GOLF, MOUNT PROSPECT","5-31","59","557234","155559","144563","C","11.97","1730419.11","0.1","0.4","934426.3194","0.09","71.82","73.15","72.485","0","10478649.055","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"126","08-14-204-023-0000","08-14-204-023-0000 08-14-204-024-0000","NeighborhoodShoppingCenter","1024 S ELMHURST, MOUNT PROSPECT","5-30","53","671823","143002","143002","C","18","2574036","0.1","0.4","1389979.44","0.09","108","110","109","0","15587218","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"127","08-15-201-013-0000","08-15-201-013-0000","NeighborhoodShoppingCenter","1710  GOLF, MOUNT PROSPECT","5-31","29","245463","48898","47815","C","17.1","817636.5","0.1","0.4","441523.71","0.09","102.6","104.5","103.55","423903.5","5375146.75","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"128","08-15-203-011-0000","08-15-203-011-0000","NeighborhoodShoppingCenter","1701 W GOLF, MOUNT PROSPECT","5-31","48","301659","84198","82748","C","15.3","1266044.4","0.1","0.4","683663.976","0.09","91.8","88","89.9","0","7439045.2","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"129","08-15-300-015-0000","08-15-300-015-0000","NeighborhoodShoppingCenter","250 W ALGONQUIN, ARLINGTON HEIGHTS","5-31","25","35961","12893","12893","C","20.7","266885.1","0.1","0.4","144117.954","0.09","124.2","132","128.1","0","1651593.3","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"130","08-16-202-028-0000","08-16-202-028-0000","NeighborhoodShoppingCenter","100 E ALGONQUIN, ARLINGTON HEIGHTS","5-31","31","323793","60910","60080","C","17.1","1027368","0.1","0.4","554778.72","0.09","102.6","104.5","103.55","681300.5","6902584.5","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"131","08-21-403-035-0000","08-21-403-035-0000","NeighborhoodShoppingCenter","1 E HIGGINS, ELK GROVE VILLAGE","5-31","60","331017","55291","55291","C","18","995238","0.1","0.4","537428.52","0.09","108","110","109","933750.5","6960469.5","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"132","08-22-203-041-0000","08-22-203-041-0000","NeighborhoodShoppingCenter","1749  ALGONQUIN, MOUNT PROSPECT","5-31","33","156552","39660","39660","C","16.2","642492","0.1","0.4","346945.68","0.09","97.2","99","98.1","0","3890646","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"133","08-22-300-012-0000","08-22-300-012-0000","NeighborhoodShoppingCenter","840 E HIGGINS, ELK GROVE VILLAGE","5-31","40","64301","14053","14053","C","15.39","216275.67","0.1","0.4","116788.8618","0.09","92.34","94.05","93.195","0","1309669.335","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"134","08-23-100-012-0000","08-23-100-012-0000","NeighborhoodShoppingCenter","1640 E ALGONQUIN, MOUNT PROSPECT","5-31","32","113226","26445","26445","C","18","476010","0.1","0.4","257045.4","0.09","108","110","109","0","2882505","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"135","08-23-402-012-0000","08-23-402-012-0000","NeighborhoodShoppingCenter","2380  OAKTON, MOUNT PROSPECT","5-31","43","155239","39500","39271","C","18.9","742221.9","0.1","0.4","400799.826","0.09","113.4","115.5","114.45","0","4494565.95","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"136","08-24-100-023-0000","08-24-100-017-0000, 08-24-100-023-0000","NeighborhoodShoppingCenter","955  ELMHURST, DES PLAINES","5-31","34","74918","17580","17580","C","18","316440","0.1","0.4","170877.6","0.09","108","110","109","0","1916220","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"137","08-24-102-006-0000","08-24-102-006-0000","NeighborhoodShoppingCenter","656 W ALGONQUIN, DES PLAINES","5-31","54","32750","12200","12200","C","20.7","252540","0.1","0.4","136371.6","0.09","124.2","132","128.1","0","1562820","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"138","08-24-102-007-0000","08-24-102-007-0000","NeighborhoodShoppingCenter","640 W ALGONQUIN, DES PLAINES","5-31","54","32750","13100","13100","C","17.1","224010","0.1","0.4","120965.4","0.09","102.6","104.5","103.55","0","1356505","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"139","08-24-304-015-0000","08-24-304-015-0000","NeighborhoodShoppingCenter","780 W OAKTON, DES PLAINES","5-31","16","40660","11651","11651","C","20.7","241175.7","0.1","0.4","130234.878","0.09","124.2","132","128.1","0","1492493.1","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"140","08-31-400-024-0000","08-31-400-024-0000 08-31-400-025-0000","NeighborhoodShoppingCenter","1141  NERGE, ELK GROVE VILLAGE","5-31","33","50856","14560","14560","C","14.58","212284.8","0.1","0.4","114633.792","0.09","87.48","89.1","88.29","0","1285502.4","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"141","08-32-200-027-0000","08-32-200-027-0000","NeighborhoodShoppingCenter","110  BIESTERFIELD, ELK GROVE VILLAGE","5-31","24","339332","67282","67282","B","18.9","1271629.8","0.1","0.4","686680.092","0.08","127.575","115.5","121.5375","596734","8774020.075","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"142","08-32-200-034-0000","08-32-200-034-0000","NeighborhoodShoppingCenter","80  BIESTERFIELD, ELK GROVE VILLAGE","5-31","34","483198","47459","47070","B","19.845","934104.15","0.1","0.4","504416.241","0.08","133.95375","121.275","127.614375","2493577","8500385.63125","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"143","08-32-202-025-0000","08-32-202-025-0000","NeighborhoodShoppingCenter","960  BIESTERFIELD, ELK GROVE VILLAGE","5-31","20","556761","46274","46274","C","18","832932","0.1","0.4","449783.28","0.09","108","110","109","3159152.5","8203018.5","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"144","08-07-204-002-0000","08-07-204-002-0000 08-07-205-007-0000","Office - Multi Tenant","3601 W ALGONQUIN, ROLLING MEADOWS","5-91","43","185930","166588","141919","A","18","2554542","0.23","0.55","885148.803","0.065","95.9538461538461","90","92.9769230769231","0","13195191.9461538","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"145","08-07-204-004-0000","08-07-204-004-0000","Office - Multi Tenant","3701 W ALGONQUIN, ROLLING MEADOWS","5-91","39","271945","214560","191300","B","18.9","3615570","0.23","0.55","1252795.005","0.075","87.318","94.5","90.909","0","17390891.7","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"146","08-07-204-005-0000","08-07-204-005-0000 08-07-205-008-0000 08-07-401-005-0000 08-07-402-009-0000","Office - Multi Tenant","3501 W ALGONQUIN, ROLLING MEADOWS","5-91","34","382065","210287","190967","C","18","3437406","0.23","0.55","1191061.179","0.08","77.9625","90","83.98125","0","16037647.36875","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"147","08-07-205-005-0000","08-07-205-005-0000","Office - Multi Tenant","5105  TOLLVIEW, ROLLING MEADOWS","5-92","0","89952","52000","46645","C","17.1","797629.5","0.23","0.55","276378.62175","0.08","74.064375","85.5","79.7821875","0","3721440.1359375","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
"148","08-07-213-008-0000","08-07-213-008-0000 08-07-213-012-0000","Office - Multi Tenant","3315 W ALGONQUIN, ROLLING MEADOWS","5-91","43","131545","90000","70393","C","17.1","1203720.3","0.23","0.55","417089.08395","0.08","74.064375","85.5","79.7821875","0","5616107.5246875","Special","2022.ICValuationModels.T16.ElkGrove Hardcode.xlsx"
