keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
03352000660000,03-35-200-066-0000,03-35-200-066-0000,0,03-35-200-066-0000,03-35-200-066-0000,0,0
03352000690000,03-35-200-069-0000,03-35-200-069-0000,0,03-35-200-069-0000,03-35-200-069-0000,0,0
03352000711001,03-35-200-071-1001,03-35-200-071-1001,0,03-35-200-071-1001,03-35-200-071-1001,0,0
03352000711004,03-35-200-071-1004,03-35-200-071-1004,0,03-35-200-071-1004,03-35-200-071-1004,0,0
03352010120000,03-35-201-012-0000,03-35-201-012-0000,0,03-35-201-012-0000,03-35-201-012-0000,0,0
04051020140000,04-05-102-014-0000,04-05-102-014-0000,0,04-05-102-014-0000,04-05-102-014-0000,0,0
04053130020000,04-05-313-002-0000,"04-05-313-002-0000, 04-05-313-005-0000, 04-05-313-006-0000, 04-05-313-008-0000",0,04-05-313-002-0000,04-05-313-002-0000,0,0
04053130020000,04-05-313-002-0000,"04-05-313-002-0000, 04-05-313-005-0000, 04-05-313-006-0000, 04-05-313-008-0000",0,04-05-313-005-0000,04-05-313-005-0000,0,0
04053130020000,04-05-313-002-0000,"04-05-313-002-0000, 04-05-313-005-0000, 04-05-313-006-0000, 04-05-313-008-0000",0,04-05-313-006-0000,04-05-313-006-0000,0,0
04053130020000,04-05-313-002-0000,"04-05-313-002-0000, 04-05-313-005-0000, 04-05-313-006-0000, 04-05-313-008-0000",0,04-05-313-008-0000,04-05-313-008-0000,0,0
04121120010000,04-12-112-001-0000,04-12-112-001-0000,0,04-12-112-001-0000,04-12-112-001-0000,0,0
04151020080000,04-15-102-008-0000,"04-15-102-008-0000, 04-15-102-009-0000",0,04-15-102-008-0000,04-15-102-008-0000,0,0
04151020080000,04-15-102-008-0000,"04-15-102-008-0000, 04-15-102-009-0000",0,04-15-102-009-0000,04-15-102-009-0000,0,0
04223000430000,04-22-300-043-0000,04-22-300-043-0000,0,04-22-300-043-0000,04-22-300-043-0000,0,0
04223020420000,04-22-302-042-0000,04-22-302-042-0000,0,04-22-302-042-0000,04-22-302-042-0000,0,0
04224060010000,04-22-406-001-0000,04-22-406-001-0000,0,04-22-406-001-0000,04-22-406-001-0000,0,0
04224060020000,04-22-406-002-0000,"04-22-406-002-0000, 04-22-406-003-0000",0,04-22-406-002-0000,04-22-406-002-0000,0,0
04224060020000,04-22-406-002-0000,"04-22-406-002-0000, 04-22-406-003-0000",0,04-22-406-003-0000,04-22-406-003-0000,0,0
04321050090000,04-32-105-009-0000,"04-32-100-023-0000, 04-32-100-028-0000, 04-32-105-009-0000, 04-32-105-011-0000",0,04-32-100-023-0000,04-32-100-023-0000,0,0
04321050090000,04-32-105-009-0000,"04-32-100-023-0000, 04-32-100-028-0000, 04-32-105-009-0000, 04-32-105-011-0000",0,04-32-100-028-0000,04-32-100-028-0000,0,0
04321050090000,04-32-105-009-0000,"04-32-100-023-0000, 04-32-100-028-0000, 04-32-105-009-0000, 04-32-105-011-0000",0,04-32-105-009-0000,04-32-105-009-0000,0,0
04321050090000,04-32-105-009-0000,"04-32-100-023-0000, 04-32-100-028-0000, 04-32-105-009-0000, 04-32-105-011-0000",0,04-32-105-011-0000,04-32-105-011-0000,0,0
06244040070000,06-24-404-007-0000,"06-24-404-007-0000, 06-24-404-008-0000, 06-24-404-009-0000, 06-24-404-010-0000, 06-24-404-004-0000",0,06-24-404-007-0000,06-24-404-007-0000,0,0
06244040070000,06-24-404-007-0000,"06-24-404-007-0000, 06-24-404-008-0000, 06-24-404-009-0000, 06-24-404-010-0000, 06-24-404-004-0000",0,06-24-404-008-0000,06-24-404-008-0000,0,0
06244040070000,06-24-404-007-0000,"06-24-404-007-0000, 06-24-404-008-0000, 06-24-404-009-0000, 06-24-404-010-0000, 06-24-404-004-0000",0,06-24-404-009-0000,06-24-404-009-0000,0,0
06244040070000,06-24-404-007-0000,"06-24-404-007-0000, 06-24-404-008-0000, 06-24-404-009-0000, 06-24-404-010-0000, 06-24-404-004-0000",0,06-24-404-010-0000,06-24-404-010-0000,0,0
06244040070000,06-24-404-007-0000,"06-24-404-007-0000, 06-24-404-008-0000, 06-24-404-009-0000, 06-24-404-010-0000, 06-24-404-004-0000",0,06-24-404-004-0000,06-24-404-004-0000,0,0
06252000110000,06-25-200-011-0000,"06-25-200-011-0000, 06-25-203-009-0000",0,06-25-200-011-0000,06-25-200-011-0000,0,0
06252000110000,06-25-200-011-0000,"06-25-200-011-0000, 06-25-203-009-0000",0,06-25-203-009-0000,06-25-203-009-0000,0,0
06252020040000,06-25-202-004-0000,06-25-202-004-0000,0,06-25-202-004-0000,06-25-202-004-0000,0,0
06252030110000,06-25-203-011-0000,06-25-203-011-0000,0,06-25-203-011-0000,06-25-203-011-0000,0,0
06252050170000,06-25-205-017-0000,06-25-205-017-0000,0,06-25-205-017-0000,06-25-205-017-0000,0,0
06252090020000,06-25-209-002-0000,06-25-209-002-0000,0,06-25-209-002-0000,06-25-209-002-0000,0,0
06252090050000,06-25-209-005-0000,06-25-209-005-0000,0,06-25-209-005-0000,06-25-209-005-0000,0,0
06252090060000,06-25-209-006-0000,06-25-209-006-0000,0,06-25-209-006-0000,06-25-209-006-0000,0,0
06263030150000,06-26-303-015-0000,06-26-303-015-0000,0,06-26-303-015-0000,06-26-303-015-0000,0,0
06263030210000,06-26-303-021-0000,06-26-303-021-0000,0,06-26-303-021-0000,06-26-303-021-0000,0,0
06263030231002,06-26-303-023-1002,06-26-303-023-1002,0,06-26-303-023-1002,06-26-303-023-1002,0,0
06263030240000,06-26-303-024-0000,06-26-303-024-0000,0,06-26-303-024-0000,06-26-303-024-0000,0,0
06263660010000,06-26-366-001-0000,"06-26-366-001-0000, 06-26-366-002-0000",0,06-26-366-001-0000,06-26-366-001-0000,0,0
06263660010000,06-26-366-001-0000,"06-26-366-001-0000, 06-26-366-002-0000",0,06-26-366-002-0000,06-26-366-002-0000,0,0
06263660060000,06-26-366-006-0000,06-26-366-006-0000,0,06-26-366-006-0000,06-26-366-006-0000,0,0
06263660080000,06-26-366-008-0000,"06-26-366-008-0000, 06-26-366-007-0000",0,06-26-366-008-0000,06-26-366-008-0000,0,0
06263660080000,06-26-366-008-0000,"06-26-366-008-0000, 06-26-366-007-0000",0,06-26-366-007-0000,06-26-366-007-0000,0,0
06272010200000,06-27-201-020-0000,06-27-201-020-0000,0,06-27-201-020-0000,06-27-201-020-0000,0,0
06281080270000,06-28-108-027-0000,"06-28-108-027-0000, 06-28-108-028-0000",0,06-28-108-027-0000,06-28-108-027-0000,0,0
06281080270000,06-28-108-027-0000,"06-28-108-027-0000, 06-28-108-028-0000",0,06-28-108-028-0000,06-28-108-028-0000,0,0
06292000130000,06-29-200-013-0000,06-29-200-013-0000,0,06-29-200-013-0000,06-29-200-013-0000,0,0
06312020010000,06-31-202-001-0000,"06-31-202-001-0000, 06-31-202-007-0000, 06-31-202-001-0000",0,06-31-202-001-0000,06-31-202-001-0000,0,0
06312020010000,06-31-202-001-0000,"06-31-202-001-0000, 06-31-202-007-0000, 06-31-202-001-0000",0,06-31-202-007-0000,06-31-202-007-0000,0,0
06312020010000,06-31-202-001-0000,"06-31-202-001-0000, 06-31-202-007-0000, 06-31-202-001-0000",0,06-31-202-001-0000,06-31-202-001-0000,0,0
06324010040000,06-32-401-004-0000,06-32-401-004-0000,0,06-32-401-004-0000,06-32-401-004-0000,0,0
06352000250000,06-35-200-025-0000,06-35-200-025-0000,0,06-35-200-025-0000,06-35-200-025-0000,0,0
06352010080000,06-35-201-008-0000,06-35-201-008-0000,0,06-35-201-008-0000,06-35-201-008-0000,0,0
06352010140000,06-35-201-014-0000,"06-35-201-014-0000, 06-35-100-044-0000",0,06-35-201-014-0000,06-35-201-014-0000,0,0
06352010140000,06-35-201-014-0000,"06-35-201-014-0000, 06-35-100-044-0000",0,06-35-100-044-0000,06-35-100-044-0000,0,0
06354000450000,06-35-400-045-0000,06-35-400-045-0000,0,06-35-400-045-0000,06-35-400-045-0000,0,0
06354000460000,06-35-400-046-0000,06-35-400-046-0000,0,06-35-400-046-0000,06-35-400-046-0000,0,0
06354020010000,06-35-402-001-0000,06-35-402-001-0000,0,06-35-402-001-0000,06-35-402-001-0000,0,0
06363100370000,06-36-310-037-0000,06-36-310-037-0000,0,06-36-310-037-0000,06-36-310-037-0000,0,0
06363100390000,06-36-310-039-0000,"06-36-310-039-0000, 06-36-310-045-0000, 06-35-400-012-0000",0,06-36-310-039-0000,06-36-310-039-0000,0,0
06363100390000,06-36-310-039-0000,"06-36-310-039-0000, 06-36-310-045-0000, 06-35-400-012-0000",0,06-36-310-045-0000,06-36-310-045-0000,0,0
06363100390000,06-36-310-039-0000,"06-36-310-039-0000, 06-36-310-045-0000, 06-35-400-012-0000",0,06-35-400-012-0000,06-35-400-012-0000,0,0
07034000010000,07-03-400-001-0000,07-03-400-001-0000,0,07-03-400-001-0000,07-03-400-001-0000,0,0
07061020130000,07-06-102-013-0000,07-06-102-013-0000,0,07-06-102-013-0000,07-06-102-013-0000,0,0
07061020170000,07-06-102-017-0000,07-06-102-017-0000,0,07-06-102-017-0000,07-06-102-017-0000,0,0
07073000470000,07-07-300-047-0000,07-07-300-047-0000,0,07-07-300-047-0000,07-07-300-047-0000,0,0
07102020120000,07-10-202-012-0000,"07-10-202-012-0000, 07-10-202-014-0000",0,07-10-202-012-0000,07-10-202-012-0000,0,0
07102020120000,07-10-202-012-0000,"07-10-202-012-0000, 07-10-202-014-0000",0,07-10-202-014-0000,07-10-202-014-0000,0,0
07102040050000,07-10-204-005-0000,07-10-204-005-0000,0,07-10-204-005-0000,07-10-204-005-0000,0,0
07102040060000,07-10-204-006-0000,07-10-204-006-0000,0,07-10-204-006-0000,07-10-204-006-0000,0,0
07104000330000,07-10-400-033-0000,07-10-400-033-0000,0,07-10-400-033-0000,07-10-400-033-0000,0,0
07104000370000,07-10-400-037-0000,07-10-400-037-0000,0,07-10-400-037-0000,07-10-400-037-0000,0,0
07104000540000,07-10-400-054-0000,07-10-400-054-0000,0,07-10-400-054-0000,07-10-400-054-0000,0,0
07104010250000,07-10-401-025-0000,07-10-401-025-0000,0,07-10-401-025-0000,07-10-401-025-0000,0,0
07104010270000,07-10-401-027-0000,07-10-401-027-0000,0,07-10-401-027-0000,07-10-401-027-0000,0,0
07111020100000,07-11-102-010-0000,07-11-102-010-0000,0,07-11-102-010-0000,07-11-102-010-0000,0,0
07111020180000,07-11-102-018-0000,07-11-102-018-0000,0,07-11-102-018-0000,07-11-102-018-0000,0,0
07111020200000,07-11-102-020-0000,07-11-102-020-0000,0,07-11-102-020-0000,07-11-102-020-0000,0,0
07112010200000,07-11-201-020-0000,07-11-201-020-0000,0,07-11-201-020-0000,07-11-201-020-0000,0,0
07112020270000,07-11-202-027-0000,07-11-202-027-0000,0,07-11-202-027-0000,07-11-202-027-0000,0,0
07113010140000,07-11-301-014-0000,07-11-301-014-0000,0,07-11-301-014-0000,07-11-301-014-0000,0,0
07113010280000,07-11-301-028-0000,07-11-301-028-0000,0,07-11-301-028-0000,07-11-301-028-0000,0,0
07113010290000,07-11-301-029-0000,07-11-301-029-0000,0,07-11-301-029-0000,07-11-301-029-0000,0,0
07113030090000,07-11-303-009-0000,"07-11-303-009-0000, 07-11-303-011-0000",0,07-11-303-009-0000,07-11-303-009-0000,0,0
07113030090000,07-11-303-009-0000,"07-11-303-009-0000, 07-11-303-011-0000",0,07-11-303-011-0000,07-11-303-011-0000,0,0
07113030210000,07-11-303-021-0000,"07-11-303-021-0000, 07-11-303-022-0000",0,07-11-303-021-0000,07-11-303-021-0000,0,0
07113030210000,07-11-303-021-0000,"07-11-303-021-0000, 07-11-303-022-0000",0,07-11-303-022-0000,07-11-303-022-0000,0,0
07114000300000,07-11-400-030-0000,07-11-400-030-0000,0,07-11-400-030-0000,07-11-400-030-0000,0,0
07114000310000,07-11-400-031-0000,07-11-400-031-0000,0,07-11-400-031-0000,07-11-400-031-0000,0,0
07114000580000,07-11-400-058-0000,07-11-400-058-0000,0,07-11-400-058-0000,07-11-400-058-0000,0,0
07114000590000,07-11-400-059-0000,07-11-400-059-0000,0,07-11-400-059-0000,07-11-400-059-0000,0,0
07114000640000,07-11-400-064-0000,07-11-400-064-0000,0,07-11-400-064-0000,07-11-400-064-0000,0,0
07114000690000,07-11-400-069-0000,07-11-400-069-0000,0,07-11-400-069-0000,07-11-400-069-0000,0,0
07114000760000,07-11-400-076-0000,07-11-400-076-0000,0,07-11-400-076-0000,07-11-400-076-0000,0,0
07114000900000,07-11-400-090-0000,07-11-400-090-0000,0,07-11-400-090-0000,07-11-400-090-0000,0,0
07114010040000,07-11-401-004-0000,07-11-401-004-0000,0,07-11-401-004-0000,07-11-401-004-0000,0,0
07123020020000,07-12-302-002-0000,07-12-302-002-0000,0,07-12-302-002-0000,07-12-302-002-0000,0,0
07123020100000,07-12-302-010-0000,07-12-302-010-0000,0,07-12-302-010-0000,07-12-302-010-0000,0,0
07142000440000,07-14-200-044-0000,"07-14-200-044-0000, 07-14-200-046-0000",0,07-14-200-044-0000,07-14-200-044-0000,0,0
07142000440000,07-14-200-044-0000,"07-14-200-044-0000, 07-14-200-046-0000",0,07-14-200-046-0000,07-14-200-046-0000,0,0
07162000300000,07-16-200-030-0000,07-16-200-030-0000,0,07-16-200-030-0000,07-16-200-030-0000,0,0
07303010140000,07-30-301-014-0000,07-30-301-014-0000,0,07-30-301-014-0000,07-30-301-014-0000,0,0
07321050320000,07-32-105-032-0000,07-32-105-032-0000,0,07-32-105-032-0000,07-32-105-032-0000,0,0
07331020070000,07-33-102-007-0000,"07-33-102-007-0000, 07-33-102-008-0000",0,07-33-102-007-0000,07-33-102-007-0000,0,0
07331020070000,07-33-102-007-0000,"07-33-102-007-0000, 07-33-102-008-0000",0,07-33-102-008-0000,07-33-102-008-0000,0,0
07331020210000,07-33-102-021-0000,07-33-102-021-0000,0,07-33-102-021-0000,07-33-102-021-0000,0,0
07331020450000,07-33-102-045-0000,07-33-102-045-0000,0,07-33-102-045-0000,07-33-102-045-0000,0,0
07331020510000,07-33-102-051-0000,07-33-102-051-0000,0,07-33-102-051-0000,07-33-102-051-0000,0,0
07331020551003,07-33-102-055-1003,07-33-102-055-1003,0,07-33-102-055-1003,07-33-102-055-1003,0,0
07331020610000,07-33-102-061-0000,"07-33-102-061-0000, 07-33-102-062-0000",0,07-33-102-061-0000,07-33-102-061-0000,0,0
07331020610000,07-33-102-061-0000,"07-33-102-061-0000, 07-33-102-062-0000",0,07-33-102-062-0000,07-33-102-062-0000,0,0
07331030170000,07-33-103-017-0000,"07-33-103-017-0000, 07-33-103-025-0000",0,07-33-103-017-0000,07-33-103-017-0000,0,0
07331030170000,07-33-103-017-0000,"07-33-103-017-0000, 07-33-103-025-0000",0,07-33-103-025-0000,07-33-103-025-0000,0,0
07331030220000,07-33-103-022-0000,07-33-103-022-0000,0,07-33-103-022-0000,07-33-103-022-0000,0,0
07331030370000,07-33-103-037-0000,07-33-103-037-0000,0,07-33-103-037-0000,07-33-103-037-0000,0,0
07331030380000,07-33-103-038-0000,07-33-103-038-0000,0,07-33-103-038-0000,07-33-103-038-0000,0,0
07332000190000,07-33-200-019-0000,07-33-200-019-0000,0,07-33-200-019-0000,07-33-200-019-0000,0,0
07332000340000,07-33-200-034-0000,07-33-200-034-0000,0,07-33-200-034-0000,07-33-200-034-0000,0,0
07332000630000,07-33-200-063-0000,07-33-200-063-0000,0,07-33-200-063-0000,07-33-200-063-0000,0,0
07332000950000,07-33-200-095-0000,07-33-200-095-0000,0,07-33-200-095-0000,07-33-200-095-0000,0,0
07332000971003,07-33-200-097-1003,07-33-200-097-1003,0,07-33-200-097-1003,07-33-200-097-1003,0,0
07332010150000,07-33-201-015-0000,"07-33-201-015-0000, 07-33-201-066-0000",0,07-33-201-015-0000,07-33-201-015-0000,0,0
07332010150000,07-33-201-015-0000,"07-33-201-015-0000, 07-33-201-066-0000",0,07-33-201-066-0000,07-33-201-066-0000,0,0
07332010700000,07-33-201-070-0000,07-33-201-070-0000,0,07-33-201-070-0000,07-33-201-070-0000,0,0
07332010780000,07-33-201-078-0000,07-33-201-078-0000,0,07-33-201-078-0000,07-33-201-078-0000,0,0
07332010880000,07-33-201-088-0000,07-33-201-088-0000,0,07-33-201-088-0000,07-33-201-088-0000,0,0
07332010890000,07-33-201-089-0000,07-33-201-089-0000,0,07-33-201-089-0000,07-33-201-089-0000,0,0
07332011050000,07-33-201-105-0000,07-33-201-105-0000,0,07-33-201-105-0000,07-33-201-105-0000,0,0
07332011090000,07-33-201-109-0000,07-33-201-109-0000,0,07-33-201-109-0000,07-33-201-109-0000,0,0
07332020190000,07-33-202-019-0000,"07-33-202-019-0000, 07-33-202-021-0000",0,07-33-202-019-0000,07-33-202-019-0000,0,0
07332020190000,07-33-202-019-0000,"07-33-202-019-0000, 07-33-202-021-0000",0,07-33-202-021-0000,07-33-202-021-0000,0,0
07332020660000,07-33-202-066-0000,07-33-202-066-0000,0,07-33-202-066-0000,07-33-202-066-0000,0,0
07332020810000,07-33-202-081-0000,07-33-202-081-0000,0,07-33-202-081-0000,07-33-202-081-0000,0,0
07332030651007,07-33-203-065-1007,07-33-203-065-1007,0,07-33-203-065-1007,07-33-203-065-1007,0,0
07332030700000,07-33-203-070-0000,"07-33-203-070-0000, 07-33-203-071-0000",0,07-33-203-070-0000,07-33-203-070-0000,0,0
07332030700000,07-33-203-070-0000,"07-33-203-070-0000, 07-33-203-071-0000",0,07-33-203-071-0000,07-33-203-071-0000,0,0
07332040160000,07-33-204-016-0000,07-33-204-016-0000,0,07-33-204-016-0000,07-33-204-016-0000,0,0
07333000110000,07-33-300-011-0000,07-33-300-011-0000,0,07-33-300-011-0000,07-33-300-011-0000,0,0
07333010150000,07-33-301-015-0000,07-33-301-015-0000,0,07-33-301-015-0000,07-33-301-015-0000,0,0
07334000530000,07-33-400-053-0000,07-33-400-053-0000,0,07-33-400-053-0000,07-33-400-053-0000,0,0
07334000540000,07-33-400-054-0000,07-33-400-054-0000,0,07-33-400-054-0000,07-33-400-054-0000,0,0
07334020040000,07-33-402-004-0000,07-33-402-004-0000,0,07-33-402-004-0000,07-33-402-004-0000,0,0
07334020080000,07-33-402-008-0000,07-33-402-008-0000,0,07-33-402-008-0000,07-33-402-008-0000,0,0
08074020170000,08-07-402-017-0000,"08-07-402-017-0000, 08-07-403-012-0000",0,08-07-402-017-0000,08-07-402-017-0000,0,0
08074020170000,08-07-402-017-0000,"08-07-402-017-0000, 08-07-403-012-0000",0,08-07-403-012-0000,08-07-403-012-0000,0,0
08074020180000,08-07-402-018-0000,08-07-402-018-0000,0,08-07-402-018-0000,08-07-402-018-0000,0,0
08083010480000,08-08-301-048-0000,08-08-301-048-0000,0,08-08-301-048-0000,08-08-301-048-0000,0,0
08083020070000,08-08-302-007-0000,08-08-302-007-0000,0,08-08-302-007-0000,08-08-302-007-0000,0,0
08083030050000,08-08-303-005-0000,08-08-303-005-0000,0,08-08-303-005-0000,08-08-303-005-0000,0,0
08084020260000,08-08-402-026-0000,"08-08-402-025-0000, 08-08-402-026-0000",0,08-08-402-025-0000,08-08-402-025-0000,0,0
08084020260000,08-08-402-026-0000,"08-08-402-025-0000, 08-08-402-026-0000",0,08-08-402-026-0000,08-08-402-026-0000,0,0
08153020160000,08-15-302-016-0000,08-15-302-016-0000,0,08-15-302-016-0000,08-15-302-016-0000,0,0
08153020310000,08-15-302-031-0000,"08-15-302-031-0000, 08-15-309-019-0000",0,08-15-302-031-0000,08-15-302-031-0000,0,0
08153020310000,08-15-302-031-0000,"08-15-302-031-0000, 08-15-309-019-0000",0,08-15-309-019-0000,08-15-309-019-0000,0,0
08153030090000,08-15-303-009-0000,"08-15-303-009-0000, 08-15-309-005-0000",0,08-15-303-009-0000,08-15-303-009-0000,0,0
08153030090000,08-15-303-009-0000,"08-15-303-009-0000, 08-15-309-005-0000",0,08-15-309-005-0000,08-15-309-005-0000,0,0
08161020380000,08-16-102-038-0000,08-16-102-038-0000,0,08-16-102-038-0000,08-16-102-038-0000,0,0
08161030150000,08-16-103-015-0000,"08-16-103-015-0000, 08-16-103-016-0000",0,08-16-103-015-0000,08-16-103-015-0000,0,0
08161030150000,08-16-103-015-0000,"08-16-103-015-0000, 08-16-103-016-0000",0,08-16-103-016-0000,08-16-103-016-0000,0,0
08212020160000,08-21-202-016-0000,08-21-202-016-0000,0,08-21-202-016-0000,08-21-202-016-0000,0,0
08212020250000,08-21-202-025-0000,08-21-202-025-0000,0,08-21-202-025-0000,08-21-202-025-0000,0,0
08212020330000,08-21-202-033-0000,08-21-202-033-0000,0,08-21-202-033-0000,08-21-202-033-0000,0,0
08214010190000,08-21-401-019-0000,08-21-401-019-0000,0,08-21-401-019-0000,08-21-401-019-0000,0,0
08214010400000,08-21-401-040-0000,08-21-401-040-0000,0,08-21-401-040-0000,08-21-401-040-0000,0,0
08221000180000,08-22-100-018-0000,08-22-100-018-0000,0,08-22-100-018-0000,08-22-100-018-0000,0,0
08221010150000,08-22-101-015-0000,08-22-101-015-0000,0,08-22-101-015-0000,08-22-101-015-0000,0,0
08221020270000,08-22-102-027-0000,"08-22-102-027-0000, 08-22-102-028-0000, 08-22-102-188-0000",0,08-22-102-027-0000,08-22-102-027-0000,0,0
08221020270000,08-22-102-027-0000,"08-22-102-027-0000, 08-22-102-028-0000, 08-22-102-188-0000",0,08-22-102-028-0000,08-22-102-028-0000,0,0
08221020270000,08-22-102-027-0000,"08-22-102-027-0000, 08-22-102-028-0000, 08-22-102-188-0000",0,08-22-102-188-0000,08-22-102-188-0000,0,0
08221020710000,08-22-102-071-0000,"08-22-102-071-0000, 08-22-102-187-0000",0,08-22-102-071-0000,08-22-102-071-0000,0,0
08221020710000,08-22-102-071-0000,"08-22-102-071-0000, 08-22-102-187-0000",0,08-22-102-187-0000,08-22-102-187-0000,0,0
08221021430000,08-22-102-143-0000,08-22-102-143-0000,0,08-22-102-143-0000,08-22-102-143-0000,0,0
08221021450000,08-22-102-145-0000,"08-22-102-145-0000, 08-22-102-146-0000",0,08-22-102-145-0000,08-22-102-145-0000,0,0
08221021450000,08-22-102-145-0000,"08-22-102-145-0000, 08-22-102-146-0000",0,08-22-102-146-0000,08-22-102-146-0000,0,0
08221021530000,08-22-102-153-0000,"08-22-102-153-0000, 08-22-102-154-0000, 08-22-102-155-0000",0,08-22-102-153-0000,08-22-102-153-0000,0,0
08221021530000,08-22-102-153-0000,"08-22-102-153-0000, 08-22-102-154-0000, 08-22-102-155-0000",0,08-22-102-154-0000,08-22-102-154-0000,0,0
08221021530000,08-22-102-153-0000,"08-22-102-153-0000, 08-22-102-154-0000, 08-22-102-155-0000",0,08-22-102-155-0000,08-22-102-155-0000,0,0
08221021860000,08-22-102-186-0000,08-22-102-186-0000,0,08-22-102-186-0000,08-22-102-186-0000,0,0
08221022250000,08-22-102-225-0000,08-22-102-225-0000,0,08-22-102-225-0000,08-22-102-225-0000,0,0
08221022270000,08-22-102-227-0000,"08-22-102-226-0000, 08-22-102-227-0000",0,08-22-102-226-0000,08-22-102-226-0000,0,0
08221022270000,08-22-102-227-0000,"08-22-102-226-0000, 08-22-102-227-0000",0,08-22-102-227-0000,08-22-102-227-0000,0,0
08221022300000,08-22-102-230-0000,08-22-102-230-0000,0,08-22-102-230-0000,08-22-102-230-0000,0,0
08221022420000,08-22-102-242-0000,08-22-102-242-0000,0,08-22-102-242-0000,08-22-102-242-0000,0,0
08221022430000,08-22-102-243-0000,08-22-102-243-0000,0,08-22-102-243-0000,08-22-102-243-0000,0,0
08222050040000,08-22-205-004-0000,"08-22-205-004-0000, 08-22-205-011-0000",0,08-22-205-004-0000,08-22-205-004-0000,0,0
08222050040000,08-22-205-004-0000,"08-22-205-004-0000, 08-22-205-011-0000",0,08-22-205-011-0000,08-22-205-011-0000,0,0
08222050100000,08-22-205-010-0000,08-22-205-010-0000,0,08-22-205-010-0000,08-22-205-010-0000,0,0
08223000190000,08-22-300-019-0000,08-22-300-019-0000,0,08-22-300-019-0000,08-22-300-019-0000,0,0
08223000460000,08-22-300-046-0000,08-22-300-046-0000,0,08-22-300-046-0000,08-22-300-046-0000,0,0
08223000570000,08-22-300-057-0000,08-22-300-057-0000,0,08-22-300-057-0000,08-22-300-057-0000,0,0
08223010300000,08-22-301-030-0000,08-22-301-030-0000,0,08-22-301-030-0000,08-22-301-030-0000,0,0
