year,agency_number,agency_name,adjust_eligible,lastyear_rate,lastyear_levy,total_ptab_refunds,total_coe_refunds,aggregate_refunds,levy_adjustment,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,recap_levyshare
2021,030020000,VILLAGE OF ARLINGTON HEIGHTS,Not Eligible,1.112,37672378,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9300141,NA,NA,1,38042660,38042660,1.219,NA,38042660,1.219,NA,NA,NA,38057128.35,NA,NA
2021,030020001,VILLAGE OF ARLINGTON HTS LIBRARY FUND,Not Eligible,0.434,14703068,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9300141,NA,NA,1,14827731,14827731,0.475,NA,14827731,0.475,NA,NA,NA,14829479.87,NA,NA
2021,030030000,VILLAGE OF   BARRINGTON,Eligible,0.511,1905196,-27526,-31,-27557,27557,0,2020,3515698,640962682,0.549,372836705,1030734,343548193,642684722,0.5497,3685018,3685018,0.574,3526732,1990323,0.58,AGENCY,NA,51532.23,1992579.52,0.535,0.014
2021,030030100,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA,Not Eligible,0.1,14176,NA,NA,NA,NA,1,NA,NA,NA,NA,14175756,0,14349540,19856476,1,21420,19683,0.1,NA,19683,0.1,NA,NA,NA,14349.54,0.723,NA
2021,030030102,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 4,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,11255537,0,10345072,10345072,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030030103,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA 6,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,11384822,0,10370156,10370156,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030030110,VIL OF BARRINGTON SPECIAL SERVICE AREA 16,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,282465,0,282465,282465,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030040000,VILLAGE OF   BARRINGTON HILLS,Not Eligible,1.322,2907764,NA,NA,NA,NA,1,NA,NA,NA,NA,219951858,366480,202169097,401125930,0.574,5027394,5027394,1.254,NA,2885724,1.428,NA,NA,NA,2886974.71,0.504,NA
2021,030050000,VILLAGE OF   BARTLETT,Not Eligible,1.115,4627979,NA,NA,NA,NA,1,NA,NA,NA,NA,415065395,844236,382709837,1181800784,0.3883,12016359,12016359,1.017,NA,4665952,1.22,NA,NA,NA,4669060.01,0.324,NA
2021,030050101,VILL OF BARTLETT SPEC SERV AREA/INVERNESS 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7523799,0,6938946,6938946,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030050102,VILLAGE OF BARTLETT SPEC SER AREA CENTEX ONE,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,48741862,0,44585187,44585187,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030050104,VIL OF BARTLETT SPEC SERV/AMBER GROVE UT 6&7,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,14699395,0,13473434,13473434,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030050106,VIL OF BARTLETT SPEC SERV AREA 1- BLUFF CITY,Not Eligible,9.33,969654,NA,NA,NA,NA,1,NA,NA,NA,NA,10392857,0,9681277,9681277,1,994622,994622,10.274,NA,994622,10.274,NA,NA,NA,994654.4,1,NA
2021,030060000,VILLAGE OF BEDFORD PARK,Not Eligible,2.869,14516393,NA,NA,NA,NA,1,NA,NA,NA,NA,505973947,2815770,478052661,478052661,1,15089484,15089484,3.157,NA,15089484,3.157,NA,NA,NA,15092122.51,1,NA
2021,030070000,VILLAGE OF   BELLWOOD,Not Eligible,6.376,17597298,NA,NA,NA,NA,1,NA,NA,NA,NA,275992756,361654,253189425,253189425,1,17580966,17580966,6.944,NA,17580966,6.944,NA,NA,NA,17581473.67,1,NA
2021,030070001,VILLAGE OF BELLWOOD LIBRARY FUND,Not Eligible,0.67,1849151,NA,NA,NA,NA,1,NA,NA,NA,NA,275992756,361654,253189425,253189425,1,1846839,1846839,0.73,NA,1846839,0.73,NA,NA,NA,1848282.8,1,NA
2021,030080000,VILLAGE OF   BENSENVILLE,Eligible,0.424,137025,-6350,0,-6350,6350,0,2020,5251913,643553359,0.817,32317108,0,26016422,644175079,0.0226,6164374,6164374,0.957,5259687,135946,0.523,CLERK,0.972619,17066.77,136065.89,0.04,0.047
2021,030090000,VILLAGE OF   BERKELEY,Not Eligible,3.857,4773375,NA,NA,NA,NA,1,NA,NA,NA,NA,123758747,0,109887612,109887612,1,4916119,4916119,4.474,NA,4916119,4.474,NA,NA,NA,4916371.76,1,NA
2021,030090001,VILLAGE OF BERKELEY LIBRARY FUND,Not Eligible,0.347,429443,NA,NA,NA,NA,1,NA,NA,NA,NA,123758747,0,109887612,109887612,1,449876,449876,0.41,NA,449876,0.41,NA,NA,NA,450539.21,1,NA
2021,030100000,CITY OF   BERWYN,Not Eligible,3.668,31781017,NA,NA,NA,NA,1,NA,NA,NA,NA,866439945,1021074,796885732,796885732,1,32760338,32760338,4.111,NA,32760338,4.111,NA,NA,NA,32759972.44,1,NA
2021,030100001,CITY OF BERWYN LIBRARY FUND,Not Eligible,0.404,3500417,NA,NA,NA,NA,1,NA,NA,NA,NA,866439945,1021074,796885732,796885732,1,3494592,3494592,0.439,NA,3494592,0.439,NA,NA,NA,3498328.36,1,NA
2021,030110000,CITY OF   BLUE ISLAND,Eligible,2.892,7987687,-94101,-7549,-101649,101649,0,2020,8780915,248452624,3.535,276199401,40870,248493494,248493494,1,8584081,8584081,3.455,7439145,8098123,3.259,CLERK,0.9386610000000001,659004.75,8098402.97,1,0.013
2021,030110001,CITY OF BLUE ISLAND LIBRARY FUND,Eligible,0.482,1331281,-16298,-1318,-17617,17617,0,2020,8780915,248452624,3.535,276199401,40870,248493494,248493494,1,1456527,1449330,0.584,1344100,1361717,0.548,CLERK,0.9386610000000001,17643.04,1361744.35,1,0.013
2021,030120000,VILLAGE OF   BRIDGEVIEW,Not Eligible,2.913,15832510,NA,NA,NA,NA,1,NA,NA,NA,NA,543512181,1461423,500600951,500600951,1,16008891,16008891,3.198,NA,16008891,3.198,NA,NA,NA,16009218.41,1,NA
2021,030120001,VILLAGE OF BRIDGEVIEW LIBRARY FUND,Not Eligible,0.254,1380521,NA,NA,NA,NA,1,NA,NA,NA,NA,543512181,1461423,500600951,500600951,1,1379759,1379759,0.276,NA,1379759,0.276,NA,NA,NA,1381658.62,1,NA
2021,030120104,VIL OF BRIDGEVIEW SPECIAL SERVICE AREA 5,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,13376670,0,12630135,12630135,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030130000,VILLAGE OF   BROADVIEW,Eligible,2.26,7136481,-116223,-3956,-120179,120179,0,2020,6063840,292682851,2.072,315773506,0,292682851,292682851,1,8330175,8330175,2.847,6064092,7346995,2.511,CLERK,0.8604649999999999,1283121.62,7349266.39,1,0.016
2021,030140000,VILLAGE OF BROOKFIELD,Eligible,2.524,11627749,-45015,-7421,-52436,52436,0,2020,8936798,423647167,2.11,460687375,285028,423932195,423932195,1,12677334,12486731,2.946,8944967,11825607,2.79,CLERK,0.931156,2880619.27,11827708.24,1,0.004
2021,030140001,VILLAGE OF BROOKFIELD LIBRARY FUND,Eligible,0.524,2414002,-10686,-1690,-12376,12376,0,2020,2447797,423647167,0.578,460687375,285028,423932195,423932195,1,2623117,2623117,0.619,2449901,2462277,0.581,CLERK,0.9383110000000001,12294.03,2463046.05,1,0.005
2021,030140100,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,10365234,0,9565717,9565717,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030140101,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 2,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1709316,0,1494466,1494466,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030140102,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 3,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,15813946,0,14478527,14478527,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030140103,VILLAGE OF BROOKFIELD SPECIAL SERVICE AREA 4,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,20784852,0,19019187,19019187,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030140105,VIL OF BROOKFIELD SPEC SERVICE AREA 6,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4970865,0,4610266,4610266,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030140106,VIL OF BROOKFIELD SPECIAL SERVICE AREA #7,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,7507019,117856,7072139,7072139,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030150000,VILLAGE OF BUFFALO GROVE,Not Eligible,1.165,4457251,NA,NA,NA,NA,1,NA,NA,NA,NA,382596675,126927,353177975,1748718569,0.2626,17115541,17115541,0.979,NA,4494542,1.273,NA,NA,NA,4495955.62,0.202,NA
2021,030150100,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1476,0,1376,1376,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030150101,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 2,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,1256755,0,1170722,1170722,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030150102,VILLAGE OF BUFFALO GROVE SPEC SERVICE AREA 3,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,4629,0,4312,4312,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030160000,CITY OF   BURBANK,Not Eligible,1.389,7545197,NA,NA,NA,NA,1,NA,NA,NA,NA,543210746,346415,499965488,499965488,1,7900001,7900001,1.581,NA,7900001,1.581,NA,NA,NA,7904454.37,1,NA
2021,030170000,VILLAGE OF   BURNHAM,Not Eligible,7.051,3708390,NA,NA,NA,NA,1,NA,NA,NA,NA,52593819,44920,47845409,47845409,1,4017000,4017000,8.396,NA,4017000,8.396,NA,NA,NA,4017100.54,1,NA
2021,030180000,VILLAGE OF BURR RIDGE,Eligible,0.105,493164,-7390,-695,-8085,8085,0,2020,1322077,1241082497,0.107,469680038,827631,434658691,1244768468,0.3829,1399945,1399945,0.113,1329411,517115,0.12,CLERK,0.963963,8258.52,521590.43,0.349,0.016
2021,030190000,CITY OF   CALUMET CITY,Not Eligible,7.109,30319037,NA,NA,NA,NA,1,NA,NA,NA,NA,426488073,95480,355944152,355944152,1,30837152,30837152,8.664,NA,30837152,8.664,NA,NA,NA,30839001.33,1,NA
2021,030190001,CITY OF CALUMET CITY LIBRARY FUND,Not Eligible,0.433,1846693,NA,NA,NA,NA,1,NA,NA,NA,NA,426488073,95480,355944152,355944152,1,1846693,1846693,0.519,NA,1846693,0.519,NA,NA,NA,1847350.15,1,NA
2021,030190100,CITY OF CALUMET CITY SPEC SERV AREA 1998-1,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,80236566,0,46919802,46919802,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030190101,CITY OF CALUMET CITY SPEC SERV AREA 1998-2,Not Eligible,0.386,309713,NA,NA,NA,NA,1,NA,NA,NA,NA,80236566,0,46919802,46919802,1,309000,309000,0.659,NA,309000,0.659,NA,NA,NA,309201.5,1,NA
2021,030200000,VILLAGE OF   CALUMET PARK,Not Eligible,7.596,6112116,NA,NA,NA,NA,1,NA,NA,NA,NA,80464934,0,72384090,72384090,1,6402803,6402803,8.846,NA,6402803,8.846,NA,NA,NA,6403096.6,1,NA
2021,030200001,VILLAGE OF CALUMET PARK LIBRARY FUND,Not Eligible,0.27,217255,NA,NA,NA,NA,1,NA,NA,NA,NA,80464934,0,72384090,72384090,1,227489,227489,0.315,NA,227489,0.315,NA,NA,NA,228009.88,1,NA
2021,030210000,CITY OF CHICAGO,Not Eligible,1.58,1414336515,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1450419667,NA,NA,0.9998999999999999,1508057031,1508057031,1.556,NA,1507906225,1.556,NA,NA,NA,1507979981.45,NA,NA
2021,030210001,CITY OF CHICAGO LIBRARY FUND,Not Eligible,0.14,125320957,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1450419667,NA,NA,0.9998999999999999,124862580,124862580,0.129,NA,124850093,0.129,NA,NA,NA,125018905.92,NA,NA
2021,030210002,CITY OF CHICAGO SCHOOL BLDG & IMP FUND,Not Eligible,0.166,148594849,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1450419667,NA,NA,0.9998999999999999,148229167,148229167,0.153,NA,148214344,0.153,NA,NA,NA,148278237.25,NA,NA
2021,030210101,CITY OF CHICAGO SPEC SERV AREA 2,Not Eligible,0.945,267206,NA,NA,NA,NA,1,NA,NA,NA,NA,28275715,0,28282420,28282420,1,267000,267000,0.944,NA,267000,0.944,NA,NA,NA,266986.04,1,NA
2021,030210102,CITY OF CHICAGO SPEC SERV AREA #3,Not Eligible,0.984,1070108,NA,NA,NA,NA,1,NA,NA,NA,NA,108750818,650766,116181948,116181948,1,1025126,1025126,0.883,NA,1025126,0.883,NA,NA,NA,1025886.6,1,NA
2021,030210103,CITY OF CHICAGO SPEC SERV AREA #4,Not Eligible,0.777,82972,NA,NA,NA,NA,1,NA,NA,NA,NA,10678517,75,10718454,10718454,1,82884,82884,0.774,NA,82884,0.774,NA,NA,NA,82960.83,1,NA
2021,030210104,CITY OF CHICAGO SPEC SERVICE AREA #5,Not Eligible,2.362,320410,NA,NA,NA,NA,1,NA,NA,NA,NA,13565208,0,13565208,13565208,1,320409,320409,2.362,NA,320409,2.362,NA,NA,NA,320410.21,1,NA
2021,030210105,CITY OF CHICAGO SPECIAL SERVICE AREA NO 6,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,75919488,0,76676162,76676162,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030210106,CITY OF CHICAGO SPECIAL SERVICE AREA 7,Not Eligible,0.788,128899,NA,NA,NA,NA,1,NA,NA,NA,NA,16357769,0,16357769,16357769,1,131387,131387,0.804,NA,131387,0.804,NA,NA,NA,131516.46,1,NA
2021,030210108,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 9,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,164608499,2072,164911713,164911713,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030210109,CITY OF CHICAGO SPECIAL SERVICE AREA NO. 10,Not Eligible,1.015,381104,NA,NA,NA,NA,1,NA,NA,NA,NA,37547143,0,59807111,59807111,1,490979,490979,0.821,NA,490979,0.821,NA,NA,NA,491016.38,1,NA
2021,030210110,CITY OF CHICAGO SPECIAL SERVICE AREA NO.11,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,10641933,0,10645085,10645085,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030210111,CITY OF CHICAGO SPECIAL SERVICE AREA 12,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,495382910,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA
2021,030210112,CITY OF CHICAGO SPECIAL SERVICE AREA 13,Not Eligible,0.586,1112575,NA,NA,NA,NA,1,NA,NA,NA,NA,189859250,2867642,219022426,219022426,1,1121093,1121093,0.512,NA,1121093,0.512,NA,NA,NA,1121394.82,1,NA
2021,030210114,CITY OF CHICAGO SPEC SERV AREA 15,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,56512212,0,64654132,64654132,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030210115,CITY OF CHICAGO SPECIAL SERVICE AREA 16,Not Eligible,0.433,717726,NA,NA,NA,NA,1,NA,NA,NA,NA,165756672,0,148675494,148675494,1,748533,748533,0.504,NA,748533,0.504,NA,NA,NA,749324.49,1,NA
2021,030210117,CITY OF CHICAGO SPECIAL SERVICE AREA 18,Not Eligible,0.54,497871,NA,NA,NA,NA,1,NA,NA,NA,NA,92198359,0,92198359,92198359,1,497013,497013,0.54,NA,497013,0.54,NA,NA,NA,497871.14,1,NA
2021,030210118,CITY OF CHICAGO SPECIAL SERVICE AREA 19,Not Eligible,0.512,281379,NA,NA,NA,NA,1,NA,NA,NA,NA,54956767,0,59298706,59298706,1,303935,303935,0.513,NA,303935,0.513,NA,NA,NA,304202.36,1,NA
2021,030210119,CITY OF CHICAGO SPECIAL SERVICE AREA 20,Not Eligible,0.45,193868,NA,NA,NA,NA,1,NA,NA,NA,NA,43081799,0,43079786,43079786,1,275002,275002,0.639,NA,275002,0.639,NA,NA,NA,275279.83,1,NA
2021,030210121,CITY OF CHICAGO SPECIAL SERVICE AREA #22,Not Eligible,0.432,223179,NA,NA,NA,NA,1,NA,NA,NA,NA,51661720,2072,51983313,51983313,1,233930,233930,0.45,NA,233930,0.45,NA,NA,NA,233924.91,1,NA
2021,030210122,CITY OF CHICAGO SPECIAL SERVICE AREA #23,Not Eligible,0.235,494507,NA,NA,NA,NA,1,NA,NA,NA,NA,210428565,312554,220598760,220598760,1,489069,489069,0.222,NA,489069,0.222,NA,NA,NA,489729.25,1,NA
2021,030210123,CITY OF CHICAGO SPECIAL SERVICE AREA #24,Not Eligible,0.568,342781,NA,NA,NA,NA,1,NA,NA,NA,NA,60348768,400562,70181450,70181450,1,380096,380096,0.542,NA,380096,0.542,NA,NA,NA,380383.46,1,NA
2021,030210124,CITY OF CHICAGO SPECIAL SERVICE AREA #25,Not Eligible,0.331,338167,NA,NA,NA,NA,1,NA,NA,NA,NA,102165172,2072,113043795,113043795,1,344429,344429,0.305,NA,344429,0.305,NA,NA,NA,344783.57,1,NA
2021,030210125,CITY OF CHICAGO SPECIAL SERVICE AREA #26,Not Eligible,0.417,458789,NA,NA,NA,NA,1,NA,NA,NA,NA,110021347,0,110021322,110021322,1,465000,465000,0.423,NA,465000,0.423,NA,NA,NA,465390.19,1,NA
2021,030210130,CITY OF CHICAGO SPECIAL SERVICE AREA 31,Not Eligible,0.231,509761,NA,NA,NA,NA,1,NA,NA,NA,NA,220675754,63222,238885546,238885546,1,534098,534098,0.224,NA,534098,0.224,NA,NA,NA,535103.62,1,NA
2021,030210131,CITY OF CHICAGO SPECIAL SERVICE AREA #32,Not Eligible,1.679,432204,NA,NA,NA,NA,1,NA,NA,NA,NA,25741731,0,26598073,26598073,1,447558,447558,1.683,NA,447558,1.683,NA,NA,NA,447645.57,1,NA
2021,030210132,CITY OF CHICAGO SPECIAL SERVICE AREA #33,Not Eligible,0.214,1238463,NA,NA,NA,NA,1,NA,NA,NA,NA,578720999,13669315,694326841,694326841,1,1295400,1295400,0.187,NA,1295400,0.187,NA,NA,NA,1298391.19,1,NA
2021,030210133,CITY OF CHICAGO SPECIAL SERVICE AREA #34,Not Eligible,0.248,708346,NA,NA,NA,NA,1,NA,NA,NA,NA,285623525,0,288901053,288901053,1,714059,714059,0.248,NA,714059,0.248,NA,NA,NA,716474.61,1,NA
2021,030210136,CITY OF CHICAGO SPECIAL SERVICE AREA #37,Not Eligible,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,106294575,0,111019914,111019914,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
2021,030210137,CITY OF CHICAGO SPECIAL SERVICE AREA #38,Not Eligible,0.215,271781,NA,NA,NA,NA,1,NA,NA,NA,NA,126409623,0,132846084,132846084,1,280566,280566,0.212,NA,280566,0.212,NA,NA,NA,281633.7,1,NA
2021,030210138,CITY OF CHICAGO SPECIAL SERVICE AREA 39,Not Eligible,1.152,879222,NA,NA,NA,NA,1,NA,NA,NA,NA,76321376,0,83366384,83366384,1,878600,878600,1.054,NA,878600,1.054,NA,NA,NA,878681.69,1,NA
2021,030210141,CITY OF CHICAGO SPECIAL SERVICE AREA 42,Not Eligible,1.629,638244,NA,NA,NA,NA,1,NA,NA,NA,NA,39180090,0,38116003,38116003,1,662102,662102,1.738,NA,662102,1.738,NA,NA,NA,662456.13,1,NA
2021,030210142,CITY OF CHICAGO SPECIAL SERVICE AREA 43,Not Eligible,1.142,531237,NA,NA,NA,NA,1,NA,NA,NA,NA,46518102,0,46567608,46567608,1,554452,554452,1.191,NA,554452,1.191,NA,NA,NA,554620.21,1,NA
2021,030210143,CITY OF CHICAGO SPECIAL SERVICE AREA 44,Not Eligible,0.497,14950,NA,NA,NA,NA,1,NA,NA,NA,NA,3008102,0,3008102,3008102,1,27778,27778,0.924,NA,27778,0.924,NA,NA,NA,27794.86,1,NA
2021,030210144,CITY OF CHICAGO SPECIAL SERVICE AREA 45,Not Eligible,1.486,805525,NA,NA,NA,NA,1,NA,NA,NA,NA,54207595,0,54091349,54091349,1,826320,826320,1.528,NA,826320,1.528,NA,NA,NA,826515.81,1,NA
2021,030210146,CITY OF CHICAGO SPECIAL SERVICE AREA 47,Not Eligible,0.997,345127,NA,NA,NA,NA,1,NA,NA,NA,NA,34616533,0,35689707,35689707,1,345092,345092,0.967,NA,345092,0.967,NA,NA,NA,345119.47,1,NA
2021,030210147,CITY OF CHICAGO SPECIAL SERVICE AREA #48,Not Eligible,0.229,532993,NA,NA,NA,NA,1,NA,NA,NA,NA,232747939,45199985,303541232,303541232,1,556853,556853,0.184,NA,556853,0.184,NA,NA,NA,558515.87,1,NA
2021,030210149,CITY OF CHICAGO SPEC SERV AREA #50,Not Eligible,1.132,698445,NA,NA,NA,NA,1,NA,NA,NA,NA,61700077,0,61109751,61109751,1,733000,733000,1.2,NA,733000,1.2,NA,NA,NA,733317.01,1,NA
2021,030210150,CITY OF CHICAGO SPEC SERV AREA #51,Not Eligible,1.451,1031831,NA,NA,NA,NA,1,NA,NA,NA,NA,71111702,0,67869646,67869646,1,1082635,1082635,1.596,NA,1082635,1.596,NA,NA,NA,1083199.55,1,NA
2021,030210151,CITY OF CHICAGO SPECIAL SERVICE AREA 52,Not Eligible,1.07,37674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,030210153,CITY OF CHICAGO SPECIAL SERVICE AREA 54,Not Eligible,0.303,99630,NA,NA,NA,NA,1,NA,NA,NA,NA,32881298,0,33393641,33393641,1,103071,103071,0.309,NA,103071,0.309,NA,NA,NA,103186.35,1,NA
2021,030210154,CITY OF CHICAGO SPECIAL SERVICE AREA 8-2011,Not Eligible,0.404,937315,NA,NA,NA,NA,1,NA,NA,NA,NA,232008638,0,232102729,232102729,1,937045,937045,0.404,NA,937045,0.404,NA,NA,NA,937695.03,1,NA
2021,030210155,CITY OF CHICAGO SPECIAL SERVICE AREA 17-2011,Not Eligible,0.25,757170,NA,NA,NA,NA,1,NA,NA,NA,NA,302868120,0,302868120,302868120,1,757170,757170,0.25,NA,757170,0.25,NA,NA,NA,757170.3,1,NA
2021,030210156,CITY OF CHICAGO SPECIAL SERVICE AREA 27-2011,Not Eligible,0.187,855436,NA,NA,NA,NA,1,NA,NA,NA,NA,457452453,3740867,488380369,488380369,1,893029,893029,0.183,NA,893029,0.183,NA,NA,NA,893736.08,1,NA
2021,030210157,CITY OF CHICAGO SPEC SERV AREA #55,Not Eligible,0.277,31334,NA,NA,NA,NA,1,NA,NA,NA,NA,11311948,0,11273289,11273289,1,31250,31250,0.278,NA,31250,0.278,NA,NA,NA,31339.74,1,NA
2021,030210158,CITY OF CHICAGO SPEC SERV AREA #56,Not Eligible,1.026,107854,NA,NA,NA,NA,1,NA,NA,NA,NA,10512064,0,10506451,10506451,1,112325,112325,1.07,NA,112325,1.07,NA,NA,NA,112419.03,1,NA
2021,030210161,CITY OF CHICAGO SPEC SERV AREA #59,Not Eligible,0.398,181038,NA,NA,NA,NA,1,NA,NA,NA,NA,45487055,0,50227978,50227978,1,156014,156014,0.311,NA,156014,0.311,NA,NA,NA,156209.01,1,NA
2021,030210162,CITY OF CHICAGO SPEC SERV AREA #60,Not Eligible,0.348,405076,NA,NA,NA,NA,1,NA,NA,NA,NA,116401135,72689467,182131722,182131722,1,602248,602248,0.331,NA,602248,0.331,NA,NA,NA,602856,1,NA
2021,030210163,CITY OF CHICAGO SPEC SERV AREA #61,Not Eligible,0.604,273770,NA,NA,NA,NA,1,NA,NA,NA,NA,45326125,0,51138347,51138347,1,295741,295741,0.579,NA,295741,0.579,NA,NA,NA,296091.03,1,NA
2021,030210164,CITY OF CHICAGO SPEC SERV AREA #62,Not Eligible,0.359,76638,NA,NA,NA,NA,1,NA,NA,NA,NA,21347572,0,18940352,18940352,1,77879,77879,0.412,NA,77879,0.412,NA,NA,NA,78034.25,1,NA
2021,030210165,CITY OF CHICAGO SPEC SERV AREA #63,Not Eligible,1.388,134151,NA,NA,NA,NA,1,NA,NA,NA,NA,9665055,0,9665055,9665055,1,140765,140765,1.457,NA,140765,1.457,NA,NA,NA,140819.85,1,NA
2021,030210166,CITY OF CHICAGO SPEC SERV AREA #64,Not Eligible,0.602,10352,NA,NA,NA,NA,1,NA,NA,NA,NA,1719657,0,1719657,1719657,1,3802,3802,0.222,NA,3802,0.222,NA,NA,NA,3817.64,1,NA
2021,030210167,CITY OF CHICAGO SPECIAL SERVICE AREA 28-2014,Not Eligible,0.393,239756,NA,NA,NA,NA,1,NA,NA,NA,NA,61006509,0,62125735,62125735,1,251484,251484,0.405,NA,251484,0.405,NA,NA,NA,251609.23,1,NA
2021,030210168,CITY OF CHICAGO SPECIAL SERVICE AREA 29-2014,Not Eligible,0.336,694919,NA,NA,NA,NA,1,NA,NA,NA,NA,206821067,11524026,265875859,265875859,1,728200,728200,0.274,NA,728200,0.274,NA,NA,NA,728499.85,1,NA
2021,030210169,CITY OF CHICAGO SPECIAL SERVICE AREA 69,Not Eligible,1.175,435621,NA,NA,NA,NA,1,NA,NA,NA,NA,37074097,7068,37135376,37135376,1,449721,449721,1.211,NA,449721,1.211,NA,NA,NA,449709.4,1,NA
2021,030210171,CITY OF CHICAGO SPEC SERV AREA 1-2015,Not Eligible,0.26,2937561,NA,NA,NA,NA,1,NA,NA,NA,NA,1129831291,31364408,1121982096,1121982096,1,3052750,3052750,0.272,NA,3052750,0.273,NA,NA,NA,3063011.12,1,NA
2021,030210172,CITY OF CHICAGO SPEC SERV AREA 35-2015,Not Eligible,0.262,401995,NA,NA,NA,NA,1,NA,NA,NA,NA,153433038,0,167145336,167145336,1,422069,422069,0.252,NA,422069,0.253,NA,NA,NA,422877.7,1,NA
2021,030210173,CITY OF CHICAGO SPECIAL SERVICE AREA 21-2016,Not Eligible,0.304,272837,NA,NA,NA,NA,1,NA,NA,NA,NA,89748903,0,101890903,101890903,1,297857,297857,0.293,NA,297857,0.293,NA,NA,NA,298540.35,1,NA
