"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2025_partial_value","x2025_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","final_mv_bed","impr_name","year_blt","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","land_total_val","model"
"51","01-25-203-050-0000","01-25-203-050-0000","1772 W ALGONQUIN HOFFMAN ESTATES","10059","5-31","84:RETAIL-SHOPPING CENTERS","121245",NA,"2934000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"22497",NA,NA,NA,NA,NA,"234701.998153564","0.08",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,"C","23.76","534528.72","0.05","507802.284","0.537808305419981","6","0","0","130.407386625752",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","01-25-203-053-0000","01-25-203-053-0000","1744 W ALGONQUIN HOFFMAN ESTATES","10059","5-31","84:RETAIL-SHOPPING CENTERS","106504",NA,"2924000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"22423",NA,NA,NA,NA,NA,"233930.11103321","0.08",NA,NA,"1977",NA,NA,NA,NA,NA,NA,NA,"C","23.76","532770.48","0.05","506131.956","0.537808059222386","6","0","0","130.407456090404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","01-28-102-015-0000","01-28-102-015-0000","545  PENNY DUNDEE","10009","5-92","86:RETAIL-RESTAURANTS","125061",NA,"1941000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"6796",NA,NA,NA,NA,NA,"86620.6980628043","0.09",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,"C","27.54","187161.84","0.05","177803.748","0.512829740446167","4","97877","978770","141.620394452299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","01-30-100-016-0000","01-30-100-016-0000","600  HEALY EAST DUNDEE","10142","5-22","60:RETAIL-AUTOMOTIVE AUTO SALVAGE","1492160",NA,"8142000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"11332",NA,NA,NA,NA,NA,"81662.0381652377","0.08",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,"C","16.56","187657.92","0.05","178275.024","0.541932255382909","6","1424168","7120840","90.0790219789509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","01-31-400-020-0000","01-31-400-020-0000 01-31-400-021-0000","2550  BEVERLY HOFFMAN ESTATES","10110","5-97 5-90","62:RETAIL-AUTOMOTIVE USED CAR SALES","2222624",NA,"21679000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"137885",NA,NA,NA,NA,NA,"618101.784768987","0.08",NA,NA,"2017",NA,NA,NA,NA,NA,NA,NA,"C","10","1378850","0.05","1309907.5","0.528133257677365","6","1395314","13953140","56.0341756508129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","01-32-201-006-0000","01-32-201-006-0000","5100  SEDGE HOFFMAN ESTATES","10110","5-97","97:SPECIAL-DAY CARE FACILITY  ALL TYPES","136624",NA,"2365000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"10355",NA,NA,NA,NA,NA,"138260.576222876","0.075",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"B","30.6","316863","0.05","301019.85","0.540692827323924","6","74494","521458","178.027460129247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","01-32-302-023-0000","01-32-302-023-0000","5595  TRILLIUM HOFFMAN ESTATES","10110","5-91","114:SPECIAL-CBD OFFICE","121572",NA,"13131000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"190621",NA,NA,NA,NA,NA,"1181803.82497066","0.09",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,"B","19","3621799","0.34","2390387.34","0.505601537794849","4","0","0","68.8861857339177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","01-32-302-033-0000","01-32-302-033-0000","5407  TRILLIUM HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","326261",NA,"7025000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"101981",NA,NA,NA,NA,NA,"632257.316191483","0.09",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,"B","19","1937639","0.34","1278841.74","0.505601595243925","4","0","0","68.8861777293464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","01-32-302-045-0000","01-32-302-045-0000","5450  PRAIRIE STONE HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","206031",NA,"10033000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"103850",NA,NA,NA,NA,NA,"802675.044312902","0.08",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"A","26","2700100","0.37","1701063","0.528133264721588","4","0","0","96.6147140482549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","01-32-400-015-0000","01-32-400-015-0000","5101  TRILLIUM HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","218025",NA,"3094000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"41000",NA,NA,NA,NA,NA,"254190.004789592","0.09",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,"B","19","779000","0.34","514140","0.505601577800614","4","54025","270125","68.8861801597811",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","01-32-400-016-0000","01-32-400-016-0000","2675  PRATUM HOFFMAN ESTATES","10110","5-92","57:OFFICE-SINGLETENANT","85161",NA,"3893000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"22820",NA,NA,NA,NA,NA,"350326.685973057","0.09",NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,"C","33.66","768121.2","0.1","691309.08","0.493241596113482","4","0","0","170.574878748202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","01-32-400-018-0000","01-32-400-018-0000","5150  PRAIRIE STONE HOFFMAN ESTATES","10110","5-97","114:SPECIAL-CBD OFFICE","369896",NA,"5738000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"70349",NA,NA,NA,NA,NA,"436786.029160118","0.09",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,"B","19","1336631","0.34","882176.46","0.504876803037662","4","88500","885000","68.987165443419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","01-32-400-031-0000","01-32-400-031-0000","2575  PRATUM HOFFMAN ESTATES","10110","5-97","76:RETAIL-SINGLE TENANT","204866",NA,"9111000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"49476",NA,NA,NA,NA,NA,"660543.454776168","0.0725",NA,NA,"2015",NA,NA,NA,NA,NA,NA,NA,"B","29.568","1462906.368","0.05","1389761.0496","0.524707175405236","4","0","0","184.148763113615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","01-32-401-008-0000","01-32-401-008-0000","2600  FORBS HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","827169",NA,"9883000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"75010",NA,NA,NA,NA,NA,"579765.564740921","0.08",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"A","26","1950260","0.37","1228663.8","0.528133273934724","4","527129","2635645","96.6147121618653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","01-33-104-002-0000","01-33-104-002-0000","2870  FORBS HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","297210",NA,"7002000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"72000",NA,NA,NA,NA,NA,"556500.646043587","0.08",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"A","26","1872000","0.37","1179360","0.52813335534223","4","9210","46050","96.6146954936783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","01-33-104-005-0000","01-33-104-005-0000","2902  FORBS HOFFMAN ESTATES","10110","5-97","57:OFFICE-SINGLETENANT","207825",NA,"4964000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"27204",NA,NA,NA,NA,NA,"363067.123739508","0.085",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,"B","29.92","813943.68","0.1","732549.312","0.504378588864871","4","99009","693063","157.012863047609",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","01-33-209-004-0000","01-33-209-004-0000","100 W HIGGINS SOUTH BARRINGTON","10127","5-28","68:RETAIL-BANKS, SMALL FORMAT","32505",NA,"1455000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"5040",NA,NA,NA,NA,NA,"78791.7578736369","0.055",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"B","43.56","219542.4","0.05","208565.28","0.622220161123477","6","2265","22650","284.241550770696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","01-33-209-011-0000","01-33-209-011-0000 01-33-209-012-0000","100 W HIGGINS SOUTH BARRINGTON","10128","5-97 5-97","97:SPECIAL-DAY CARE FACILITY  ALL TYPES","88509",NA,"3588000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"21360",NA,NA,NA,NA,NA,"269091.843826432","0.075",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,"B","29.92","639091.2","0.05","607136.64","0.556785365768023","6","0","0","167.972436845463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","01-33-300-008-0000","01-33-300-008-0000","2815  FORBS HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","392288",NA,"6715000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"97228",NA,NA,NA,NA,NA,"602789.946305142","0.09",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"B","19","1847332","0.34","1219239.12","0.505601537535031","4","3376","16880","68.886185770119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","01-33-301-005-0000","01-33-301-005-0000","2600 W SUTTON HOFFMAN ESTATES","10048","5-31","84:RETAIL-SHOPPING CENTERS","1212623",NA,"40626000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"257676",NA,NA,NA,NA,NA,"2437585.57916712","0.06",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"A","23.76","6122381.76","0.05","5816262.672","0.580901737656748","6","0","0","157.664766293531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","01-33-301-006-0000","01-33-301-006-0000","2660 W SUTTON HOFFMAN ESTATES","10048","5-28","68:RETAIL-BANKS, SMALL FORMAT","55181",NA,"1470000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"4083",NA,NA,NA,NA,NA,"69782.6450438094","0.06",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"C","44","179652","0.05","170669.4","0.591123862603317","6","30683","306830","284.850375719689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","01-33-301-007-0000","01-33-301-007-0000","2700  NEW SUTTON HOFFMAN ESTATES","10048","5-28","68:RETAIL-BANKS, SMALL FORMAT","34939",NA,"1388000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"4620",NA,NA,NA,NA,NA,"78960.5343377185","0.06",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,"C","44","203280","0.05","193116","0.591123809846318","6","7219","72190","284.850412473732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","01-34-300-006-0000","01-34-300-006-0000","50 W HIGGINS SOUTH BARRINGTON","10141","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","43560",NA,"669000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"5600",NA,NA,NA,NA,NA,"49520.3530617312","0.08",NA,NA,"1949",NA,NA,NA,NA,NA,NA,NA,"C","19.8","110880","0.05","105336","0.52988196759198","6","9960","49800","110.536502369936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","01-34-400-007-0000","01-34-400-007-0000","40 W HIGGINS SOUTH BARRINGTON","10094","5-33","100:SPECIAL-INDOOR AG, GREEN HOUSE","1226737",NA,"2734000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"62640",NA,NA,NA,NA,NA,"232359.649567675","0.085",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,"C","8","501120","0.05","476064","0.511915100558591","6","0","0","43.6405321853495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","01-35-200-030-0000","01-35-200-030-0000","16  EXECUTIVE SOUTH BARRINGTON","10041","5-28","67:RETAIL-BANKS","226280",NA,"2657000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"12008",NA,NA,NA,NA,NA,"183672.60033186","0.07",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,"C","34","408272","0.05","387858.4","0.526444185991949","6","65868","32934","218.512182749429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","01-35-400-017-0000","01-35-400-017-0000 01-35-400-024-0000 01-35-400-025-0000","120  HOLLYWOOD SOUTH BARRINGTON","10038","5-27 5-90 5-90","107:SPECIAL-SPORTS/ENT, MOVIE THEATER","1320869",NA,"18763000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"110940",NA,NA,NA,NA,NA,"915817.689352358","0.075",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,"B","18","1996920","0.05","1897074","0.517247250580442","6","655229","6552290","110.067626867659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","01-35-401-012-0000","01-35-401-012-0000","65 S BARRINGTON SOUTH BARRINGTON","10038","5-92","77:RETAIL-MULTI TENANT","404583",NA,"10426000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"75053",NA,NA,NA,NA,NA,"799853.28880415","0.0825",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,"C","22.4","1681187.2","0.05","1597127.84","0.499192695304748","4","104371","730597","129.177932653515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","01-35-401-013-0000","01-35-401-013-0000","39 S BARRINGTON SOUTH BARRINGTON","10038","5-92","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","49620",NA,"1352000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"6087",NA,NA,NA,NA,NA,"87952.7234915977","0.08",NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA,"B","30.888","188015.256","0.1","169213.7304","0.480227028364137","4","25272","252720","180.615909913746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","01-35-401-022-0000","01-35-401-022-0000","40 S BARRINGTON SOUTH BARRINGTON","10038","5-28","68:RETAIL-BANKS, SMALL FORMAT","86701",NA,"2169000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"6046",NA,NA,NA,NA,NA,"99898.3897963395","0.06",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,"C","39.6","239421.6","0.05","227450.52","0.560790673082042","6","50425","504250","275.38424797756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","01-12-108-007-0000","01-12-108-007-0000","1421 S BARRINGTON BARRINGTON","10021","5-97","61:RETAIL-AUTOMOTIVE AUTO DEALERSHIP","281890",NA,"3993000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"19429",NA,NA,NA,NA,NA,"221683.171448108","0.07",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,"C","25.3","491553.7","0.05","466976.015","0.525279319863766","6","165316","826580","162.998736386777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","01-12-108-016-0000","01-12-108-016-0000","1415 S BARRINGTON BARRINGTON","10021","5-97","61:RETAIL-AUTOMOTIVE AUTO DEALERSHIP","204971",NA,"6365000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"32230",NA,NA,NA,NA,NA,"408455.896882401","0.065",NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA,"B","27.6","889548","0.05","845070.6","0.516660623523762","6","11591","81137","194.971668480107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","01-32-100-006-0000","01-32-100-006-0000","5210  TRILLIUM HOFFMAN ESTATES","10110","5-97","57:OFFICE-SINGLETENANT","135444",NA,"4162000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"21620",NA,NA,NA,NA,NA,"324610.346032834","0.085",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,"B","33.66","727729.2","0.1","654956.28","0.504378603663693","4","48964","342748","176.63946565426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","01-32-201-010-0000","01-32-201-010-0000","5115  SEDGE  HOFFMAN ESTATES","10110","5-92","114:SPECIAL-CBD OFFICE","385274",NA,"6650000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"61658",NA,NA,NA,NA,NA,"476565.586304041","0.08",NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,"A","26","1603108","0.37","1009958.04","0.528133281354896","4","138642","693210","96.6147106425851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","01-32-404-001-0000","01-32-404-001-0000","5225  PRAIRIE STONE HOFFMAN ESTATES","10110","5-92","70:RETAIL-BIG BOX RETAIL","939604",NA,"17247000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"211872",NA,NA,NA,NA,NA,"1384875.77778062","0.0825",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,"C","14.4","3050956.8","0.05","2898408.96","0.522194487771448","4","92116","460580","79.2288413004435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","01-33-209-025-0000","01-33-209-002-0000 01-33-209-020-0000 01-33-209-021-0000 01-33-209-025-0000 01-33-209-026-0000 01-33-209-027-0000 01-33-209-028-0000","100 W HIGGINS SOUTH BARRINGTON","10127","5-90 5-90 5-17 5-92 5-17 5-31 5-17","84:RETAIL-SHOPPING CENTERS","2663293",NA,"54121000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"438553",NA,NA,NA,NA,NA,"3766060.99144365","0.07",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,"B","21.12","9262239.36","0.05","8799127.392","0.571996082831159","6","31975","319750","122.678151343938",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","01-33-304-010-0000","01-33-304-010-0000","4801 W HOFFMAN HOFFMAN ESTATES","10110","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","72787",NA,"1780000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"9922",NA,NA,NA,NA,NA,"115303.057503916","0.07",NA,NA,"2023",NA,NA,NA,NA,NA,NA,NA,"A","26.136","259321.392","0.05","246355.3224","0.531964414729787","6","13255","132550","166.013559339874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","01-36-101-008-0000","01-36-101-008-0000","2200  LAKEWOOD HOFFMAN ESTATES","10059","6-77","96:SPECIAL-DATA CENTERS","2295105",NA,"277751000","196142327","New construction partial","Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"412062",NA,NA,NA,NA,NA,"15098435.2720419","0.055",NA,NA,"2025",NA,NA,NA,NA,NA,NA,NA,"A","72","29668464","0.05","28185040.8","0.464310327624509","4","646857","3234285","666.203156190611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","01-36-403-005-0000","01-36-403-005-0000 01-36-403-006-0000","2000 W AT&T CENTER HOFFMAN ESTATES","10150","5-91 5-22","114:SPECIAL-CBD OFFICE","5711742",NA,"86380000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"1175657",NA,NA,NA,NA,NA,"7320085.79477805","0.09",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"B","19","22337483","0.34","14742738.78","0.503478566363227","4","1009114","5045570","69.181986420057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","01-01-104-013-0000","01-01-104-013-0000","222 S COOK BARRINGTON","10148","5-92","56:OFFICE-MULTITENANT","7062",NA,"953000","644669","new construction partial","Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"5420",NA,NA,NA,NA,NA,"81003.5359812205","0.085",NA,NA,"2025",NA,NA,NA,NA,NA,NA,NA,"B","33.66","182437.2","0.15","155071.62","0.477637907044368","4","0","0","175.827080488866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","01-12-400-001-0000","01-12-400-001-0000","1475 S BARRINGTON BARRINGTON","10021","5-22","66:RETAIL-AUTOMOTIVE HAND WASH / DETAILING","419255",NA,"5894000",NA,NA,"Specials","Barrington 2025.T10.PublicModel.xlsx",NA,"18705",NA,NA,NA,NA,NA,"326878.595644178","0.075",NA,NA,"2023",NA,NA,NA,NA,NA,NA,NA,"B","35.904","671584.32","0.05","638005.104","0.487655202764369","6","307025","1535125","233.006216266009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","01-01-202-037-0000","01-01-202-037-0000","152  WALTON BARRINGTON","10021","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","24120",NA,"1718000",NA,NA,"Multifamily","Barrington 2025.T10.PublicModel.xlsx",NA,"13304",NA,NA,NA,NA,NA,"120256.084976885","0.07",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,"0.05","218880","0.4505844070866",NA,NA,NA,NA,"0","0","12","0","0","0","0","230400","143162.005924863",NA,NA,NA,NA
"92","01-01-202-038-0000","01-01-202-038-0000","204  WALTON BARRINGTON","10021","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","24120",NA,"1718000",NA,NA,"Multifamily","Barrington 2025.T10.PublicModel.xlsx",NA,"13304",NA,NA,NA,NA,NA,"120256.148691382","0.07",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,"0.05","218880","0.450584115993318",NA,NA,NA,NA,"0","0","12","0","0","0","0","230400","143162.081775455",NA,NA,NA,NA
"93","01-01-211-027-0000","01-01-211-027-0000","380  EASTERN BARRINGTON","10021","3-14","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","33769",NA,"1575000",NA,NA,"Multifamily","Barrington 2025.T10.PublicModel.xlsx",NA,"9134",NA,NA,NA,NA,NA,"110234.802967101","0.07",NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,"0.05","200640","0.450584115993318",NA,NA,NA,NA,"0","0","11","0","0","0","0","211200","143162.081775455",NA,NA,NA,NA
"94","01-01-218-002-0000","01-01-218-002-0000 01-01-218-003-0000 01-01-218-004-0000 01-01-218-005-0000 01-01-218-006-0000 01-01-218-007-0000 01-01-218-008-0000 01-01-218-009-0000 01-01-218-010-0000 01-01-218-011-0000","710  CONCORD BARRINGTON","10021","3-96 3-96 3-96 3-96 3-96 3-96 3-96 3-96 3-96 3-96","34:MULTIFAMILY-LOW RISE (3 FLOORS OR LESS)","242499",NA,"10039000",NA,NA,"Multifamily","Barrington 2025.T10.PublicModel.xlsx",NA,"91310",NA,NA,NA,NA,NA,"702746.830702887","0.07",NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,"0.05","1279080","0.450584145868213",NA,NA,NA,NA,"0","0","33","27","0","0","0","1346400","167320.673976878",NA,NA,NA,NA
"95","01-12-107-017-0000","01-12-107-017-0000","1418 S BARRINGTON BARRINGTON","10021","9-91","50:MULTIFAMILY-SAP, 35% TIER","168603",NA,"3831000","2490150","AHSAP","Multifamily","Barrington 2025.T10.PublicModel.xlsx",NA,"58223",NA,NA,NA,NA,NA,"344781.312439711","0.09",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,"C",NA,NA,"0.05","746928","0.538400873391129",NA,NA,NA,NA,"0","0","52","0","0","0","0","786240","73671.2206067758",NA,NA,NA,NA
"96","01-02-200-009-0000","01-02-200-009-0000 01-02-201-015-0000 01-02-201-016-0000","410  HAGER BARRINGTON","10021","5-93 5-80 5-80","29:INDUSTRIAL-OUTDOOR STORAGE","291403",NA,"3651000",NA,NA,"Industrials","Barrington 2025.T10.PublicModel.xlsx",NA,"25040",NA,NA,NA,NA,NA,"139050.062560392","0.08",NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA,"C","11","275440","0.05","261668","0.468601194794962","4","191243","1912430","69.4139689299081",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","01-02-200-010-0000","01-02-200-002-0000 01-02-200-010-0000 01-02-201-014-0000","617 W MAIN BARRINGTON","10021","5-80 5-93 5-80","14:INDUSTRIAL-SPECIAL PURPOSE / R&D BLDG","1437523",NA,"24559000",NA,NA,"Industrials","Barrington 2025.T10.PublicModel.xlsx",NA,"259000",NA,NA,NA,NA,NA,"1322272.75324132","0.08",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,"C","10","2590000","0.05","2460500","0.462599978361587","4","401523","8030460","63.8162525695616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","01-02-201-021-0000","01-02-201-021-0000","214 S HAGER BARRINGTON","10021","5-93","16:INDUSTRIAL-LIGHT MANUFACTURING","13068",NA,"450000",NA,NA,"Industrials","Barrington 2025.T10.PublicModel.xlsx",NA,"6000",NA,NA,NA,NA,NA,"35984.195938163","0.08",NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,"C","11.88","71280","0.05","67716","0.468601276830247","4","0","0","74.9670748711729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","01-02-202-016-0000","01-02-202-016-0000","311 S HAGER BARRINGTON","10021","5-93","17:INDUSTRIAL-STORAGE WAREHOUSES","8316",NA,"232000",NA,NA,"Industrials","Barrington 2025.T10.PublicModel.xlsx",NA,"2784",NA,NA,NA,NA,NA,"18551.8395044692","0.08",NA,NA,"1947",NA,NA,NA,NA,NA,NA,NA,"C","13.2","36748.8","0.05","34911.36","0.468601638421727","4","0","0","83.2966931773942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
