agency_number,agency_name,recaptured_sp_ptab,recaptured_coe,year,total_recaptured
030210504,TIF CITY OF CHICAGO-35TH ST/HALSTED ST,-186378,0,2021,-186378
030210505,TIF CITY OF CHICAGO-35TH ST/WALLACE AVE,-5066,0,2021,-5066
030210507,TIF CITY OF CHICAGO-43RD ST/COTTAGE GROVE,-48592,-9505,2021,-58097
030210510,TIF CITY OF CHICAGO-51ST ST/ARCHER AVE,-19494,0,2021,-19494
030210511,TIF CITY OF CHICAGO-53RD ST,-189277,-454,2021,-189731
030210513,TIF CITY OF CHICAGO-63RD ST/PULASKI AVE,-80533,0,2021,-80533
030210514,TIF CITY OF CHICAGO-71ST ST/STONY ISLAND AVE,-99992,-16295,2021,-116287
030210517,TIF CITY OF CHICAGO-79TH ST CORRIDOR,-54937,0,2021,-54937
030210521,TIF CITY OF CHICAGO-95TH ST/WESTERN AVE,-16935,0,2021,-16935
030210525,TIF CITY OF CHICAGO-ARCHER/CENTRAL,-23455,0,2021,-23455
030210526,TIF CITY OF CHICAGO-BELMONT/CENTRAL,-224354,0,2021,-224354
030210527,TIF CITY OF CHICAGO-BELMONT/CICERO,-10221,0,2021,-10221
030210529,TIF CITY OF CHICAGO-BRONZEVILLE,-71901,0,2021,-71901
030210530,TIF CITY OF CHICAGO-BRYN MAWR/BROADWAY,-12082,0,2021,-12082
030210532,TIF CITY OF CHICAGO-CANAL ST/CONGRESS AVE,-13822,0,2021,-13822
030210534,TIF CITY OF CHICAGO-CENTRAL WEST,-24706,-23979,2021,-48685
030210538,TIF CITY OF CHICAGO-CICERO AVE/ARCHER AVE,-40419,0,2021,-40419
030210539,TIF CITY OF CHICAGO-CLARK/MONTROSE,-11074,-15109,2021,-26183
030210540,TIF CITY OF CHICAGO-CLARK/RIDGE,-28845,-13027,2021,-41872
030210541,TIF CITY OF CHICAGO-DEVON/WESTERN AVE,-107737,0,2021,-107737
030210543,TIF CITY OF CHICAGO-DIVISION/HOMAN,-29709,0,2021,-29709
030210547,TIF CITY OF CHICAGO-ENGLEWOOD MALL,-164378,0,2021,-164378
030210548,TIF CITY OF CHICAGO-ENGLEWOOD NEIGHBORHOOD,-23042,-1046,2021,-24088
030210549,TIF CITY OF CHICAGO-FULLERTON/MILWAUKEE,-144468,-20751,2021,-165219
030210551,TIF CITY OF CHICAGO-GALEWOOD/ARMITAGE,-241438,-14316,2021,-255754
030210552,TIF CITY OF CHICAGO-GOOSE ISLAND,-269762,-107990,2021,-377752
030210553,TIF CITY OF CHICAGO-GREATER SW WEST,-31372,0,2021,-31372
030210557,TIF CITY OF CHICAGO-HUMBOLDT PARK COMMERCIAL,-26518,0,2021,-26518
030210559,TIF CITY OF CHICAGO-JEFFERSON PARK,-51842,0,2021,-51842
030210560,TIF CITY OF CHICAGO-JEFFERSON/ROOSEVELT,-87956,0,2021,-87956
030210561,TIF CITY OF CHICAGO-KINZIE CONSERVATION,-785787,-60378,2021,-846165
030210562,TIF CITY OF CHICAGO-LAKE CALUMET,-166048,0,2021,-166048
030210563,TIF CITY OF CHICAGO-LAWRENCE/BROADWAY,-71648,-52770,2021,-124418
030210564,TIF CITY OF CHICAGO-LAWRENCE/KEDZIE,-81138,0,2021,-81138
030210565,TIF CITY OF CHICAGO-LINCOLN AVE,-66149,0,2021,-66149
030210567,TIF CITY OF CHICAGO-MADISON/AUSTIN,-165521,-501,2021,-166022
030210568,TIF CITY OF CHICAGO-MICHIGAN AVE/CERMAK AVE,-41297,0,2021,-41297
030210569,TIF CITY OF CHICAGO-MIDWAY IND CORRIDOR,-276354,0,2021,-276354
030210570,TIF CITY OF CHICAGO-MIDWEST,-187153,-13775,2021,-200928
030210572,TIF CITY OF CHICAGO-NEAR NORTH,-379347,-1239,2021,-380586
030210573,TIF CITY OF CHICAGO-NEAR SOUTH,0,-9980,2021,-9980
030210574,TIF CITY OF CHICAGO-NEAR WEST,0,-11321,2021,-11321
030210575,TIF CITY OF CHICAGO-NORTH AVE/CICERO AVE,-20268,0,2021,-20268
030210576,TIF CITY OF CHICAGO-NORTH BRANCH/NORTH,-234162,0,2021,-234162
030210577,TIF CITY OF CHICAGO-NORTH BRANCH/SOUTH,-206872,-1787,2021,-208659
030210578,TIF CITY OF CHICAGO-NW INDUSTRIAL CORRIDOR,-713211,0,2021,-713211
030210582,TIF CITY OF CHICAGO-PILSEN AREA,-221937,-193991,2021,-415928
030210583,TIF CITY OF CHICAGO-PORTAGE PARK,-38690,0,2021,-38690
030210584,TIF CITY OF CHICAGO-PULASKI CORRIDOR,-317440,0,2021,-317440
030210586,TIF CITY OF CHICAGO-RIVER SOUTH,-66596,0,2021,-66596
030210587,TIF CITY OF CHICAGO-RIVER WEST,0,-2122,2021,-2122
030210589,TIF CITY OF CHICAGO-ROOSEVELT RD/CICERO AVE,-14951,-14336,2021,-29287
030210591,TIF CITY OF CHICAGO-ROOSEVELT RD/RACINE AVE,-32541,0,2021,-32541
030210592,TIF CITY OF CHICAGO-ROOSEVELT RD/UNION,-13372,-100,2021,-13472
030210595,TIF CITY OF CHICAGO-SANITARY DRAIN&SHIP CANL,-52911,0,2021,-52911
030210596,TIF CITY OF CHICAGO-SOUTH CHICAGO,-43658,0,2021,-43658
030210598,TIF CITY OF CHICAGO-STOCKYARDS ANNEX,-46956,0,2021,-46956
030210600,TIF CITY OF CHICAGO-STOCKYARDS/SE QUAD INDUS,-46404,0,2021,-46404
030210601,TIF CITY OF CHICAGO-STONY ISLAND/BURNSIDE,-129656,-3103,2021,-132759
030210602,TIF CITY OF CHICAGO-SW INDUST CORRIDOR EAST,-36925,0,2021,-36925
030210604,TIF CITY OF CHICAGO-WEST IRVING PARK,-19400,0,2021,-19400
030210607,TIF CITY OF CHICAGO-WESTERN AVE SOUTH,-86818,-42735,2021,-129553
030210608,TIF CITY OF CHICAGO-WESTERN AVE/NORTH AVE,-329897,0,2021,-329897
030210609,TIF CITY OF CHICAGO-WESTERN AVE/OGDEN AVE,-182688,-78600,2021,-261288
030210610,TIF CITY OF CHICAGO-WILSON YARD,-192042,0,2021,-192042
030210611,TIF CITY OF CHICAGO-WOODLAWN,-86189,-6657,2021,-92846
030210612,TIF CITY OF CHICAGO-ROSELAND/MICHIGAN,-25324,0,2021,-25324
030210613,TIF CITY OF CHICAGO-AVALON PK/SOUTH SHORE,-17492,0,2021,-17492
030210616,TIF CITY OF CHICAGO-MADDEN/WELLS,-72982,0,2021,-72982
030210617,TIF CITY OF CHICAGO-47TH ST/KING DR,-110396,-7737,2021,-118133
030210618,TIF CITY OF CHICAGO-COMMERCIAL AVE,-74993,0,2021,-74993
030210619,TIF CITY OF CHICAGO-LAWRENCE/PULASKI,-66012,0,2021,-66012
030210620,TIF CITY OF CHICAGO-119TH ST/HALSTED ST,-23542,0,2021,-23542
030210622,TIF CITY OF CHICAGO-105TH ST/VINCENNES AVE,-23001,0,2021,-23001
030210624,TIF CITY OF CHICAGO-47TH ST/ASHLAND AVE,-78949,-78069,2021,-157018
030210625,TIF CITY OF CHICAGO-119TH ST/I-57,-23286,-333,2021,-23619
030210626,TIF CITY OF CHICAGO-47TH ST/HALSTED ST,-38976,-62620,2021,-101596
030210627,TIF CITY OF CHICAGO-79TH ST/SW HWY,-13389,0,2021,-13389
030210628,TIF CITY OF CHICAGO-CLARK/RIDGE,-5447,0,2021,-5447
030210629,TIF CITY OF CHICAGO-CLARK/MONTROSE,-5559,0,2021,-5559
030210630,TIF CITY OF CHICAGO-CHICAGO/CENTRAL PARK,-104791,-9315,2021,-114106
030210631,TIF CITY OF CHICAGO-35TH ST/STATE ST,-36448,0,2021,-36448
030210632,TIF CITY OF CHICAGO-EDGEWATER/ASHLAND,-59154,0,2021,-59154
030210633,TIF CITY OF CHICAGO-87TH ST/COTTAGE GROVE,-92374,-3590,2021,-95964
030210634,TIF CITY OF CHICAGO-DIVERSEY/NARRAGANSET,0,-70302,2021,-70302
030210635,TIF CITY OF CHICAGO-83RD ST/STEWART AVE,-83322,0,2021,-83322
030210636,TIF CITY OF CHICAGO-47TH ST/STATE ST,-56403,-2924,2021,-59327
030210638,TIF CITY OF CHICAGO-DEVON/SHERIDAN,-16821,0,2021,-16821
030210640,TIF CITY OF CHICAGO-RAVENSWOOD CORRIDOR,0,-85205,2021,-85205
030210641,TIF CITY OF CHICAGO-LASALLE CENTRAL,-46412,0,2021,-46412
030210642,TIF CITY OF CHICAGO-HARRISON/CENTRAL,-4082,-669,2021,-4751
030210643,TIF CITY OF CHICAGO-73RD ST/UNIVERSITY AVE,-6142,0,2021,-6142
030210644,TIF CITY OF CHICAGO-26TH ST/KING DR,-899,0,2021,-899
030210645,TIF CITY OF CHICAGO-WESTERN/ROCK ISLAND,-38574,0,2021,-38574
030210647,TIF CITY OF CHICAGO-TOUHY/WESTERN,-73424,0,2021,-73424
030210648,TIF CITY OF CHICAGO-79TH ST/CICERO AVE,-22973,0,2021,-22973
030210649,TIF CITY OF CHICAGO-ARMITAGE/PULASKI,-1436,-2360,2021,-3796
030210650,TIF CITY OF CHICAGO-79TH ST/VINCENNES AV,-287,0,2021,-287
030210651,TIF CITY OF CHICAGO-AUSTIN COMMERCIAL,-34901,0,2021,-34901
030210652,TIF CITY OF CHICAGO-STEVENSON/BRIGHTON,-118946,0,2021,-118946
030210653,TIF CITY OF CHICAGO-LITTLE VILLAGE IND,-1433,0,2021,-1433
030210654,TIF CITY OF CHICAGO-ELSTON/ARMSTRONG,-4903,0,2021,-4903
030210655,TIF CITY OF CHICAGO-ADDISON SOUTH,-100274,0,2021,-100274
030210659,TIF CITY OF CHICAGO-HOLLYWOOD/SHERIDAN,-6342,0,2021,-6342
030210660,TIF CITY OF CHICAGO-KENNEDY EXPY/KIMBALL AVE,-25797,0,2021,-25797
030210663,TIF CITY OF CHICAGO-OGDEN AVE/PULASKI AVE,-1384,0,2021,-1384
030210665,TIF CITY OF CHICAGO-NORTH PULLMAN,-27146,-1216,2021,-28362
030210667,TIF CITY OF CHICAGO-AVONDALE,-4170,0,2021,-4170
030210669,TIF CITY OF CHICAGO-ARCHER/WESTERN,-45958,0,2021,-45958
030210673,TIF CITY OF CHICAGO-EWING AVE,-5454,0,2021,-5454
030210674,TIF CITY OF CHICAGO-63RD ST/ASHLAND AVE,-30878,-1045,2021,-31923
030210679,TIF CITY OF CHICAGO-WASHINGTON PARK,-11656,-5108,2021,-16764
030210680,TIF CITY OF CHICAGO-CALIFORNIA/FOSTER,-12639,0,2021,-12639
030210681,TIF CITY OF CHICAGO-107TH/HALSTED,-37710,0,2021,-37710
030210683,TIF CITY OF CHICAGO-FOSTER/EDENS,-2508,0,2021,-2508
030210684,TIF CITY OF CHICAGO-116TH/AVENUE O,-8,0,2021,-8
030210685,TIF CITY OF CHICAGO-CORTLAND/CHICAGO RIVER,-5834,0,2021,-5834
030210900,TIF TRANSIT CITY OF CHICAGO-RPM1,-593809,-18576,2021,-612385
030220000,CITY OF   CHICAGO HEIGHTS,-567692,-24858,2021,-592550
030220001,CITY OF CHICAGO HEIGHTS LIBRARY FUND,-33820,-1497,2021,-35317
030220020,CITY OF CHICAGO HEIGHTS   RB,-4000,-180,2021,-4180
030220021,CITY OF CHICAGO HEIGHTS 2017A & 2017B ESCROW,-17165,-146,2021,-17311
030220022,CITY OF CHICAGO HEIGHTS - 2018A & 2018B ESCR,-21857,-175,2021,-22032
030220023,CITY OF CHICAGO HEIGHTS 2020 BOND ESCROW,-535,0,2021,-535
030220080,CITY OF CHICAGO HEIGHTS FIRE PENSION ESCROW,-127729,-4842,2021,-132571
030220085,CITY OF CHICAGO HEIGHTS POLICE PENSION,-150560,-5800,2021,-156360
030220500,TIF CITY OF CHICAGO HEIGHTS-CUB FOODS,-40388,0,2021,-40388
030220504,TIF CITY OF CHICAGO HEIGHTS-BLOOM TWP PLAZA,-3305,0,2021,-3305
030220510,TIF CITY OF CHICAGO HEIGHTS-EAST INDUSTRIAL,-45267,0,2021,-45267
030230000,VILLAGE OF   CHICAGO RIDGE,-100559,-139,2021,-100698
030230001,VILLAGE OF CHICAGO RIDGE LIBRARY FUND,-53317,-75,2021,-53392
030230020,VILLAGE OF CHICAGO RIDGE   RB,-1960,-3,2021,-1963
030230080,VILLAGE OF CHICAGO RIDGE FIRE PENSION ESCROW,-38397,-34,2021,-38431
030230085,VILLAGE OF CHICAGO RIDGE POLICE PENSION,-83824,-89,2021,-83913
030230503,TIF VIL OF CHICAGO RIDGE-103RD/HARLEM,-8250,0,2021,-8250
030240000,CITY OF   COUNTRY CLUB HILLS,-204875,-202098,2021,-406973
030240020,CITY OF COUNTRY CLUB HILLS   RB,-919,-1193,2021,-2112
030240024,CITY OF COUNTRY CLUB HILLS 2016 BOND ESCROW,-695,0,2021,-695
030240025,CITY OF COUNTRY CLUB HILLS 2017 BOND ESCROW,-796,0,2021,-796
030240080,CITY OF COUNTRY CLUB HILLS FIRE PENS ESCROW,-8141,-5166,2021,-13307
030240085,CITY OF COUNTRY CLUB HILLS POLICE PENSION,-21640,-16468,2021,-38108
030250020,CITY OF COUNTRYSIDE   RB,-3115,-57,2021,-3172
030250500,TIF CITY OF COUNTRYSIDE-COMMERCIAL,-15738,0,2021,-15738
030260000,VILLAGE OF   CRESTWOOD,-135991,-321,2021,-136312
030260020,VILLAGE OF CRESTWOOD   RB,-5966,-16,2021,-5982
030260085,VILLAGE OF CRESTWOOD POLICE PENSION ESCROW,-7086,-20,2021,-7106
030260502,TIF VIL OF CRESTWOOD-ROUTE 83,-1722,0,2021,-1722
030280000,VILLAGE OF   DEERFIELD,-24528,0,2021,-24528
030280001,VILLAGE OF DEERFIELD LIBRARY FUND,-16805,0,2021,-16805
030280020,VILLAGE OF DEERFIELD   RB,-915,0,2021,-915
030290000,CITY OF   DES PLAINES,-199012,-7559,2021,-206571
030290001,CITY OF DES PLAINES LIBRARY FUND,-96012,-3759,2021,-99771
030290020,CITY OF DES PLAINES   RB,-3683,-158,2021,-3841
030290080,CITY OF DES PLAINES FIRE PENSION ESCROW,-85662,-3498,2021,-89160
030290085,CITY OF DES PLAINES POLICE PENSION ESCROW,-90956,-3717,2021,-94673
030290103,CITY OF DES PLAINES SPECIAL SERVICE AREA 6,-55,0,2021,-55
030290107,CITY OF DESPLAINES SPEC SERV AREA #10,-1215,0,2021,-1215
030290500,TIF CITY OF DES PLAINES-DOWNTOWN,-293937,0,2021,-293937
030290501,TIF CITY OF DES PLAINES-MANNHEIM/HIGGINS,-12411,0,2021,-12411
030290507,TIF CITY OF DES PLAINES-OAKTON ST,-6353,0,2021,-6353
030300000,VILLAGE OF   DIXMOOR,-24242,0,2021,-24242
030300020,VILLAGE OF DIXMOOR   RB,-13,0,2021,-13
030300021,VILLAGE OF DIXMOOR ESCROW,-1903,0,2021,-1903
030300500,TIF VIL OF DIXMOOR,-3429,0,2021,-3429
030300501,TIF VIL OF DIXMOOR-2,-63916,0,2021,-63916
030310000,VILLAGE OF DOLTON,-235794,-5179,2021,-240973
030310020,VILLAGE OF DOLTON   RB,-71,-1,2021,-72
030310022,VILLAGE OF DOLTON BOND ESCROW ACCOUNT,-42759,-1109,2021,-43868
030310023,VILLAGE OF DOLTON 2009A BOND ESCROW,-7573,-909,2021,-8482
030310024,VILLAGE OF DOLTON 2009B BOND ESCROW,-6118,-410,2021,-6528
030310025,VILLAGE OF DOLTON 2009C BOND ESCROW,-22990,-998,2021,-23988
030310026,VILLAGE OF DOLTON 2020 BOND ESCROW,-70,0,2021,-70
030310080,VILLAGE OF DOLTON FIRE PENSION ESCROW,-24661,-737,2021,-25398
030310085,VILLAGE OF DOLTON - POLICE PENSION ESCROW,-39382,-1260,2021,-40642
030310501,TIF VIL OF DOLTON-2,-21843,0,2021,-21843
030310502,TIF VIL OF DOLTON-3,-46869,0,2021,-46869
030320000,VILLAGE OF EAST DUNDEE,-2,0,2021,-2
030320085,VILLAGE OF EAST DUNDEE POLICE PENSION ESCROW,-1292,0,2021,-1292
030320500,TIF VIL OF EAST DUNDEE,-83065,0,2021,-83065
030330000,VILLAGE OF EAST HAZELCREST,-53517,0,2021,-53517
030330020,VILLAGE OF EAST HAZELCREST RB,-77,0,2021,-77
030340000,CITY OF ELGIN,-114417,-1098,2021,-115515
030340020,CITY OF ELGIN RB,-2945,-29,2021,-2974
030340080,CITY OF ELGIN FIRE PENSION ESCROW,-19815,-184,2021,-19999
030340085,CITY OF ELGIN POLICE PENSION ESCROW,-27105,-250,2021,-27355
030350000,VILLAGE OF ELK GROVE VILLAGE,-307483,-1265,2021,-308748
030350001,VILLAGE OF ELK GROVE VILLAGE LIBRARY,-165915,-467,2021,-166382
030350020,VILLAGE OF ELK GROVE VILLAGE RB,-4227,-21,2021,-4248
030350080,VILLAGE OF ELK GROVE VILLAGE FIRE PENSION,-89758,-271,2021,-90029
030350085,VILLAGE OF ELK GROVE VILLAGE POLICE PENSION,-78107,-232,2021,-78339
030350501,TIF VIL OF ELK GROVE VILLAGE-BUSSE/ELMHURST,-13016,0,2021,-13016
030350502,TIF VIL OF ELK GROVE VILLAGE-HIGGINS RD CORR,-7921,-9341,2021,-17262
030360501,TIF VIL OF ELK GROVE VILLAGE-DEVON/ROHLWING,-6213,0,2021,-6213
030370000,VILLAGE OF   ELMWOOD PARK,-36778,-920,2021,-37698
030370001,VILLAGE OF ELMWOOD PARK LIBRARY FUND,-6534,-159,2021,-6693
030370020,VILLAGE OF ELMWOOD PARK   RB,-1219,-29,2021,-1248
030370080,VILLAGE OF ELMWOOD PARK FIRE PENSION ESCROW,-6567,-167,2021,-6734
030370085,VILLAGE OF ELMWOOD PARK POLICE PENSION,-9237,-232,2021,-9469
030370501,TIF VIL OF ELMWOOD PARK-GRAND AVE CORRIDOR,-342,0,2021,-342
030370502,TIF VIL OF ELMWOOD PARK-NORTH/HARLEM,-127,0,2021,-127
030370503,TIF VIL OF ELMWOOD PARK-GRAND AVE CORR II,-5752,0,2021,-5752
030380000,CITY OF EVANSTON,-124638,-7626,2021,-132264
030380001,CITY OF EVANSTON LIBRARY FUND,-65452,-4146,2021,-69598
030380002,CITY OF EVANSTON GENERAL ASSISTANCE,-9032,-643,2021,-9675
030380021,CITY OF EVANSTON - ESCROW ACCOUNT,-113493,-7616,2021,-121109
030380080,CITY OF EVANSTON FIRE PENSION ESCROW,-79602,-5132,2021,-84734
030380085,CITY OF EVANSTON POLICE PENSION ESCROW,-99827,-6260,2021,-106087
030380103,CITY OF EVANSTON SPECIAL SERVICE AREA NO.4,-4542,0,2021,-4542
030380104,CITY OF EVANSTON SPECIAL SERVICE AREA 5,-46,0,2021,-46
030380105,CITY OF EVANSTON SPECIAL SERVICE AREA 6,-6393,0,2021,-6393
030380106,CITY OF EVANSTON SPECIAL SERVICE AREA 7,-414,0,2021,-414
030380107,CITY OF EVANSTON SPECIAL SERVICE AREA 8,-695,0,2021,-695
030380108,CITY OF EVANSTON SPECIAL SERVICE AREA 9,-994,0,2021,-994
030380503,TIF CITY OF EVANSTON-WASHINGTON NATIONAL,-1787,0,2021,-1787
030380504,TIF CITY OF EVANSTON-AREA 5,-11803,0,2021,-11803
030380505,TIF CITY OF EVANSTON-AREA 6,-42502,0,2021,-42502
030380507,TIF CITY OF EVANSTON-CHICAGO/MAIN,-1429,0,2021,-1429
030390000,VILLAGE OF   EVERGREEN PARK,-153573,-6842,2021,-160415
030390001,VILLAGE OF EVERGREEN PARK LIBRARY FUND,-29348,-1349,2021,-30697
030390020,VILLAGE OF EVERGREEN PARK   RB,-1670,-75,2021,-1745
030390080,VILLAGE OF EVERGREEN PARK FIRE PENS ESCROW,-5953,-291,2021,-6244
030390085,VILLAGE OF EVERGREEN PARK POLICE PENSION,-30946,-1516,2021,-32462
030390502,TIF VIL OF EVERGREEN PARK-95TH ST,-79245,-6034,2021,-85279
030400000,VILLAGE OF   FLOSSMOOR,-38881,-438,2021,-39319
030400001,VILLAGE OF FLOSSMOOR LIBRARY FUND,-9915,-111,2021,-10026
030400020,VILLAGE OF FLOSSMOOR   RB,-809,-9,2021,-818
030400080,VILLAGE OF FLOSSMOOR FIRE PENSION ESCROW,-1918,-19,2021,-1937
030400085,VILLAGE OF FLOSSMOOR POLICE PENSION ESCROW,-5401,-57,2021,-5458
030410000,VILLAGE OF FORD HEIGHTS,-9460,0,2021,-9460
030410020,VILLAGE OF FORD HEIGHTS   RB,-66,0,2021,-66
030410022,VILLAGE OF FORD HEIGHTS JUDGEMENT FUND,-4353,0,2021,-4353
030410024,VILLAGE OF FORD HEIGHTS IMRF ESCROW ACCOUNT,-258,0,2021,-258
030410500,TIF VIL OF FORD HEIGHTS-COTTAGE GROVE/RTE 30,-2384,0,2021,-2384
030420000,VILLAGE OF   FOREST PARK,-110656,-1048,2021,-111704
030420001,VILLAGE OF FOREST PARK LIBRARY FUND,-60609,-586,2021,-61195
030420080,VILLAGE OF FOREST PARK FIRE PENSION ESCROW,-32227,-345,2021,-32572
030420085,VILLAGE OF FOREST PARK POLICE PENSION ESCROW,-39839,-395,2021,-40234
030420501,TIF VIL OF FOREST PARK-BRWN ST STAT/HARLEM,-53310,0,2021,-53310
030420503,TIF VIL OF FOREST PARK-ROOSEVELT/HANNAH,-27312,0,2021,-27312
030420504,TIF VIL OF FOREST PARK-ROOSEVELT RD CORRIDOR,-69629,0,2021,-69629
030430000,VILLAGE OF   FORESTVIEW,-81644,0,2021,-81644
030430020,VILLAGE OF FOREST VIEW   RB,-552,0,2021,-552
030430080,VILLAGE OF FORESTVIEW FIRE PENSION ESCROW,-11252,0,2021,-11252
030430085,VILLAGE OF FORESTVIEW POLICE PENSION ESCROW,-24346,0,2021,-24346
030450000,VILLAGE OF   FRANKLIN PARK,-268896,-7349,2021,-276245
030450020,VILLAGE OF FRANKLIN PARK RB,-11897,-337,2021,-12234
030450021,VILLAGE OF FRANKLIN PARK ESCROW ACCOUNT,-26130,-686,2021,-26816
030450080,VILLAGE OF FRANKLIN PARK FIRE PENSION ESCROW,-56611,-1464,2021,-58075
030450085,VILLAGE OF FRANKLIN PARK POLICE PENSION,-61941,-1621,2021,-63562
030450104,VILLAGE OF FRANKLIN PK SPEC SERV AREA 2014-1,-2910,0,2021,-2910
030450500,TIF VIL OF FRANKLIN PARK-WEST MANNHEIM RESD,-74280,0,2021,-74280
030450502,TIF VIL OF FRANKLIN PARK-MANNHEIM/GRAND,-5497,0,2021,-5497
030450504,TIF VIL OF FRANKLIN PARK-5,-50880,0,2021,-50880
030450506,TIF VIL OF FRANKLIN PARK-O'HARE EAST,-34503,0,2021,-34503
030450509,TIF VIL OF FRANKLIN PARK-MILWAUKEE AREA 2-1,-572,0,2021,-572
030460000,VILLAGE OF   GLENCOE,-127328,-8152,2021,-135480
030460001,VILLAGE OF GLENCOE LIBRARY FUND,-28351,-1836,2021,-30187
030460020,VILLAGE OF GLENCOE   RB,-83,0,2021,-83
030460080,VILLAGE OF GLENCOE FIRE PENSION ESCROW,-111,-7,2021,-118
030460085,VILLAGE OF GLENCOE POLICE PENSION ESCROW,-14542,-937,2021,-15479
030470000,VILLAGE OF   GLENVIEW,-75543,-26261,2021,-101804
030470001,VILLAGE OF GLENVIEW LIBRARY FUND,-113465,-53987,2021,-167452
030470020,VILLAGE OF GLENVIEW   RB,-6565,-3361,2021,-9926
030470080,VILLAGE OF GLENVIEW FIRE PENSION ESCROW,-57471,-32958,2021,-90429
030470085,VILLAGE OF GLENVIEW POLICE PENSION ESCROW,-36074,-21966,2021,-58040
030470123,VILLAGE OF GLENVIEW SPEC SERV AREA #38,-557,0,2021,-557
030470125,VIL OF GLENVIEW SPEC SERV AREA #40,-19,0,2021,-19
030470128,VIL OF GLENVIEW SPEC SERV AREA #43,-6,0,2021,-6
030470129,VIL OF GLENVIEW SPEC SERV AREA #44,-210,0,2021,-210
030470135,VIL OF GLENVIEW SPEC SERV AREA #50,-209,0,2021,-209
030470138,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 53,-582,0,2021,-582
030470139,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 54,-345,0,2021,-345
030470147,VIL OF GLENVIEW SPECIAL SERVICE AREA 62,-233,0,2021,-233
030470166,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 81,-522,0,2021,-522
030470175,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 90,-143,0,2021,-143
030470182,VILLAGE OF GLENVIEW SPECIAL SERVICE AREA 97,-38,0,2021,-38
030470500,TIF VIL OF GLENVIEW-NAVAL AIR STATION,-1394793,-64446,2021,-1459239
030480000,VILLAGE OF GLENWOOD,-126798,-763,2021,-127561
030480020,VILLAGE OF GLENWOOD RB,-848,-6,2021,-854
030480080,VILLAGE OF GLENWOOD FIRE PENSION ESCROW,-6502,-17,2021,-6519
030480085,VILLAGE OF GLENWOOD POLICE PENSION ESCROW,-31049,-104,2021,-31153
030480500,TIF VIL OF GLENWOOD-INDUSTRIAL PARK,-47629,0,2021,-47629
030480502,TIF VIL OF GLENWOOD-MAIN ST,-13649,0,2021,-13649
030480508,TIF VIL OF GLENWOOD-STATE STREET,-20551,0,2021,-20551
030480509,TIF VIL OF GLENWOOD-NORTH HALSTED ST,-7498,0,2021,-7498
030480510,TIF VIL OF GLENWOOD-SOUTH HALSTED ST,-6066,0,2021,-6066
030490000,VILLAGE OF GOLF,-8347,0,2021,-8347
030500000,VILLAGE OF   HANOVER PARK,-76858,-5902,2021,-82760
030500020,VILLAGE OF HANOVER PARK   RB,-1362,-146,2021,-1508
030500080,VILLAGE OF HANOVER PARK FIRE ESCROW,-7422,-991,2021,-8413
030500085,VILLAGE OF HANOVER PARK POLICE PENSION,-12208,-1623,2021,-13831
030500502,TIF VIL OF HANOVER PARK-VILLAGE CENTER 3,-25336,0,2021,-25336
030500503,TIF VIL OF HANOVER PARK-4,-7350,0,2021,-7350
030510000,CITY OF   HARVEY,-378671,-23929,2021,-402600
030510020,CITY OF HARVEY   RB,-176,-14,2021,-190
030510021,CITY OF HARVEY ESCROW ACCOUNT,-35210,-2772,2021,-37982
030510023,CITY OF HARVEY - JAWA BOND ESCROW ACCOUNT,-18595,-1244,2021,-19839
030510024,CITY OF HARVEY 2007A + 2007B ESCROW,-99960,-6428,2021,-106388
030510025,CITY OF HARVEY 2002C SUPP ESCROW,-1227,-14,2021,-1241
030510080,CITY OF HARVEY FIRE PENSION ESCROW,-117926,-7779,2021,-125705
030510085,CITY OF HARVEY POLICE PENSION ESCROW,-61110,-3662,2021,-64772
030510500,TIF CITY OF HARVEY-1,-9166,-42563,2021,-51729
030510501,TIF CITY OF HARVEY-CENTER ST,-619127,0,2021,-619127
030510503,TIF CITY OF HARVEY-RPM BUSINESS PARK,-2180,0,2021,-2180
030510504,TIF CITY OF HARVEY-SIBLEY BLVD/DIXIE HWY,-137559,0,2021,-137559
030510505,TIF CITY OF HARVEY-DIXIE HWY CORRIDOR,-552,-358,2021,-910
030510506,TIF CITY OF HARVEY-ARCO/147TH ST,-24804,0,2021,-24804
030520000,VILLAGE OF   HARWOOD HEIGHTS,-9080,-47,2021,-9127
030520020,VILLAGE HARWOOD HEIGHTS   RB,-261,-2,2021,-263
030520085,VILLAGE OF HARWOOD HEIGHTS POLICE PENSION,-9611,-106,2021,-9717
030530000,VILLAGE OF   HAZELCREST,-197133,0,2021,-197133
030530020,VILLAGE OF HAZELCREST   RB,-825,0,2021,-825
030530080,VILLAGE OF HAZELCREST FIRE PENSION ESCROW,-14159,0,2021,-14159
030530085,VILLAGE OF HAZELCREST POLICE PENSION ESCROW,-40691,0,2021,-40691
030530502,TIF VIL OF HAZELCREST-183RD ST/KEDZIE AVE,-102,0,2021,-102
030530503,TIF VIL OF HAZELCREST-HAZELCREST PROPER,-789,0,2021,-789
