agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
020160000,TOWN NORTHFIELD,-13761,-15360,2021,-29121,0,2020,1867783,NA,0.032,NA,514288689,NA,NA,1,1682271,1682271,0.027,1513223,1542344,0.025,CLERK,0.914285,31924.55,1596227.32,NA,0.019
020160002,GENERAL ASSISTANCE NORTHFIELD,-3685,-3994,2021,-7679,0,2019,1867783,NA,0.032,NA,514288689,NA,NA,1,533700,533700,0.009,478868,486547,0.008,CLERK,0.914285,6384.91,510792.74,NA,0.016
020160003,ROAD AND BRIDGE NORTHFIELD,-18381,-19693,2021,-38074,0,2020,3152190,NA,0.054,NA,514288689,NA,NA,1,4619117,4619117,0.073,3441465,3479539,0.055,CLERK,0.75,38309.46,3511700.1,NA,0.011
020160006,NORTHFIELD TWP SPECIAL POLICE DISTR,-166,-47,2021,-213,0,2020,45740,461201488,0.01,501209237,1144032,462345520,462345520,1,47796,47796,0.011,43460,43674,0.01,CLERK,0.9090900000000001,NA,46234.55,1,0.005
020170000,TOWN NORWOOD PARK,-4690,-293,2021,-4983,0,2020,494762,932374162,0.054,1016220164,2327218,934701380,934701380,1,478808,478808,0.052,NA,478808,0.052,NA,NA,4673.51,486044.72,1,0.01
020170002,GENERAL ASSISTANCE NORWOOD PARK,-83,-5,2021,-88,0,2019,494762,932374162,0.054,1016220164,2327218,934701380,934701380,1,5237,5237,0.001,NA,5237,0.001,NA,NA,NA,9347.01,1,0.017
020170003,ROAD AND BRIDGE NORWOOD PARK,-966,-60,2021,-1026,0,2019,198610,932374162,0.022,1016220164,2327218,934701380,934701380,1,193727,193727,0.021,NA,193727,0.021,NA,NA,934.7,196287.29,1,0.005
020180000,TOWN OAK PARK,-20601,-2890,2021,-23491,0,2020,5947437,1861963453,0.32,2028681978,8186287,1870149740,1870149740,1,3754184,3754184,0.201,NA,3754184,0.201,NA,NA,24311.95,3759000.98,1,0.006
020180002,GENERAL ASSISTANCE OAK PARK,-3351,-523,2021,-3874,0,2018,5947437,1861963453,0.32,2028681978,8186287,1870149740,1870149740,1,146576,146576,0.008,NA,146576,0.008,NA,NA,3740.3,149611.98,1,0.026
020180004,OAK PARK MENTAL HEALTH DISTRICT,-11006,-1721,2021,-12727,0,2020,5947437,1861963453,0.32,2028681978,8186287,1870149740,1870149740,1,1664017,1664017,0.089,NA,1664017,0.089,NA,NA,13091.05,1664433.27,1,0.008
020190000,TOWN ORLAND,-17982,-1596,2021,-19578,0,2020,2640236,NA,0.081,NA,8458245,NA,NA,1,2525965,2525965,0.078,2443164,2462742,0.076,CLERK,0.975903,19597.59,2482361.79,NA,0.008
020190002,GENERAL ASSISTANCE ORLAND,-1565,-131,2021,-1696,0,2020,2640236,NA,0.081,NA,8458245,NA,NA,1,188094,188094,0.006,182910,184606,0.006,CLERK,0.975903,3266.27,195975.93,NA,0.009
020190003,ROAD AND BRIDGE ORLAND,-5232,-460,2021,-5692,0,2020,1265866,NA,0.039,NA,8458245,NA,NA,1,1237728,1237728,0.038,NA,1237728,0.038,NA,NA,6532.53,1241180.89,NA,0.005
020200000,TOWN PALATINE,-17518,-354,2021,-17872,0,2020,2339522,NA,0.069,NA,9177526,NA,NA,1,2045767,2045767,0.06,NA,2045767,0.06,NA,NA,17212.27,2065472.18,NA,0.009
020200002,GENERAL ASSISTANCE PALATINE,-3268,-83,2021,-3351,0,2020,2339522,NA,0.069,NA,9177526,NA,NA,1,243341,243341,0.008,NA,243341,0.008,NA,NA,3442.45,275396.29,NA,0.014
020200003,ROAD AND BRIDGE PALATINE,-12905,-336,2021,-13241,0,2019,2709569,NA,0.079,NA,9177526,NA,NA,1,2541891,2541891,0.074,NA,2541891,0.074,NA,NA,13769.81,2547415.68,NA,0.005
020210000,TOWN PALOS,-9073,-620,2021,-9693,0,2020,1203142,1524419068,0.079,1672703384,4470456,1528889524,1528889524,1,1093583,1093583,0.072,NA,1093583,0.072,NA,NA,9173.34,1100800.46,1,0.009
020210002,GENERAL ASSISTANCE PALOS,-1166,-81,2021,-1247,0,2019,1203142,1524419068,0.079,1672703384,4470456,1528889524,1528889524,1,113812,113812,0.008,NA,113812,0.008,NA,NA,1528.89,122311.16,1,0.011
020210003,ROAD AND BRIDGE PALOS,-5739,-387,2021,-6126,0,2020,831099,1524419068,0.055,1672703384,4470456,1528889524,1528889524,1,884108,884108,0.058,833243,839369,0.055,CLERK,0.948275,6115.56,840889.24,1,0.007
020220000,TOWN PROVISO,-31777,-1847,2021,-33624,0,2020,10092702,NA,0.295,NA,6953719,NA,NA,1,4021413,4021413,0.118,3747927,3781551,0.111,CLERK,0.9394899999999999,34321.68,3809706.5,NA,0.009
020220002,GENERAL ASSISTANCE PROVISO,-15724,-916,2021,-16640,0,2020,10092702,NA,0.295,NA,6953719,NA,NA,1,1990614,1990614,0.058,1853370,1870010,0.055,CLERK,0.9394899999999999,17160.84,1887692.41,NA,0.009
020220003,ROAD AND BRIDGE PROVISO,0,0,2021,0,0,NA,0,NA,0,NA,6953719,NA,NA,1,0,0,0,NA,0,0,NA,NA,NA,0,NA,NA
020220004,MENTAL HEALTH DISTRICT PROVISO,-39012,-2296,2021,-41308,0,2020,10092702,NA,0.295,NA,6953719,NA,NA,1,4838536,4838536,0.141,4506436,4547744,0.133,CLERK,0.9394899999999999,41186.02,4564783.47,NA,0.009
020230000,TOWN RICH,-39337,-2111,2021,-41448,0,2020,3997358,1213202580,0.33,1364072440,34783344,1247985924,1247985924,1,3495547,3463272,0.278,NA,3463272,0.278,NA,NA,41183.54,3469400.87,1,0.012
020230002,GENERAL ASSISTANCE RICH,-6903,-388,2021,-7291,0,2020,3997358,1213202580,0.33,1364072440,34783344,1247985924,1247985924,1,650115,650115,0.053,NA,650115,0.053,NA,NA,7487.92,661432.54,1,0.011
020230003,ROAD AND BRIDGE RICH,-7962,-404,2021,-8366,0,2020,1369337,1213202580,0.113,1364072440,34783344,1247985924,1247985924,1,1391567,1391567,0.112,NA,1391567,0.112,NA,NA,8735.9,1397744.23,1,0.006
020240000,TOWN RIVER FOREST,-1464,-93,2021,-1557,0,2020,655841,587062671,0.112,640383684,7256868,594319539,594319539,1,644417,644417,0.109,NA,644417,0.109,NA,NA,1782.96,647808.3,1,0.002
020240002,GENERAL ASSISTANCE RIVER FOREST,-32,-2,2021,-34,0,2020,655841,587062671,0.112,640383684,7256868,594319539,594319539,1,9033,9033,0.002,NA,9033,0.002,NA,NA,NA,11886.39,1,0.004
020250000,TOWN RIVERSIDE,-2835,-650,2021,-3485,0,2020,1361880,559896508,0.244,613277329,436692,560333200,560333200,1,640718,640718,0.115,609642,613127,0.11,CLERK,0.956862,3362,616366.52,1,0.006
020250002,GENERAL ASSISTANCE RIVERSIDE,-359,-85,2021,-444,0,2020,1361880,559896508,0.244,613277329,436692,560333200,560333200,1,82562,82562,0.015,79006,79450,0.015,CLERK,0.956862,560.33,84049.98,1,0.006
020250004,RIVERSIDE MENTAL HEALTH DISTRICT,-3141,-722,2021,-3863,0,2020,1361880,559896508,0.244,613277329,436692,560333200,560333200,1,712693,712693,0.128,678003,681866,0.122,CLERK,0.956862,3922.33,683606.5,1,0.006
020260000,TOWN SCHAUMBURG,-70593,-4801,2021,-75394,0,2020,6013503,NA,0.124,NA,9416923,NA,NA,1,5372937,5372937,0.111,5213199,5288593,0.109,AGENCY,NA,77809.86,5300796.88,NA,0.014
020260002,GENERAL ASSISTANCE SCHAUMBURG,-10337,-703,2021,-11040,0,2020,6013503,NA,0.124,NA,9416923,NA,NA,1,821877,821877,0.017,797929,808969,0.017,AGENCY,NA,9726.23,826729.79,NA,0.014
020260003,ROAD AND BRIDGE SCHAUMBURG,-10509,-703,2021,-11212,0,2020,1649721,NA,0.034,NA,9416923,NA,NA,1,1686965,1686965,0.035,1629143,1640355,0.034,CLERK,0.971428,9726.23,1653459.58,NA,0.007
020270000,TOWN STICKNEY,-51335,-660,2021,-51995,0,2019,6754718,1222224040,0.553,1338244721,3985900,1226209940,1226209940,1,3240995,3240995,0.265,NA,3240995,0.265,NA,NA,51500.82,3249456.34,1,0.016
020270002,GENERAL ASSISTANCE STICKNEY,-3066,-39,2021,-3105,0,2020,6754718,1222224040,0.553,1338244721,3985900,1226209940,1226209940,1,150105,150105,0.013,NA,150105,0.013,NA,NA,3678.63,159407.29,1,0.021
020270003,ROAD AND BRIDGE STICKNEY,-11387,-143,2021,-11530,0,2020,882037,1222224040,0.073,1338244721,3985900,1226209940,1226209940,1,924531,924531,0.076,528476,900007,0.074,AGENCY,NA,11035.89,907395.36,1,0.013
020270004,STICKNEY PUBLIC HEALTH DISTRICT,-40586,-544,2021,-41130,0,2020,6754718,1222224040,0.553,1338244721,3985900,1226209940,1226209940,1,3378534,3378534,0.276,NA,3378534,0.276,NA,NA,42917.35,3384339.43,1,0.012
020270100,STICKNEY TWP SPECIAL SERVICE AREA #1,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020270101,STICKNEY TWP SPECIAL SERVICE AREA #2,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020280000,TOWN THORNTON,-162418,-11839,2021,-174257,0,2018,19459230,1965423323,0.991,NA,10429543,1975852866,1975852866,1,11087512,10710511,0.542,NA,10710511,0.542,NA,NA,173875.05,10709122.53,1,0.016
020280002,GENERAL ASSISTANCE THORNTON,-94757,-6619,2021,-101376,0,2020,19459230,1965423323,0.991,NA,10429543,1975852866,1975852866,1,8042620,8042620,0.407,NA,8042620,0.407,NA,NA,100768.5,8041721.16,1,0.013
020280003,ROAD AND BRIDGE THORNTON,-8989,-655,2021,-9644,0,2020,737138,1965423323,0.038,NA,10429543,1975852866,1975852866,1,788365,788365,0.04,69286,748848,0.038,AGENCY,NA,9879.26,750824.09,1,0.013
020280010,TOWN OF THORNTON-1993 DEFICIENCY LEVY,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020280011,GENERAL ASSISTANCE THORNTON-1993 DEF. LEVY,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020280012,ROAD AND BRIDGE THORNTON-1993 DEF. LEVY,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
020290000,TOWN WHEELING,-30339,-270,2021,-30609,0,2019,3427905,NA,0.066,NA,11178393,NA,NA,1,2140626,2140626,0.041,NA,2140626,0.041,NA,NA,31654.97,2163089.86,NA,0.014
020290002,GENERAL ASSISTANCE WHEELING,-6022,-55,2021,-6077,0,2020,3427905,NA,0.066,NA,11178393,NA,NA,1,417786,417786,0.008,NA,417786,0.008,NA,NA,5275.83,422066.31,NA,0.015
020290003,TOWN WHEELING ROAD FUND,-5453,-49,2021,-5502,0,2019,3427905,NA,0.066,NA,11178393,NA,NA,1,746463,746463,0.015,NA,746463,0.015,NA,NA,5275.83,791374.34,NA,0.007
020300000,TOWN WORTH,-34698,-351,2021,-35049,0,2020,2878779,NA,0.083,NA,5789336,NA,NA,1,2379390,2379390,0.069,2316208,2351258,0.068,CLERK,0.988095,34725.77,2361352.36,NA,0.015
020300002,GENERAL ASSISTANCE WORTH,-8661,-86,2021,-8747,0,2020,2878779,NA,0.083,NA,5789336,NA,NA,1,554317,554317,0.016,538249,546996,0.016,CLERK,0.988095,10417.73,555612.32,NA,0.016
020300003,ROAD AND BRIDGE WORTH,-8778,-86,2021,-8864,0,2020,1113128,NA,0.033,NA,5789336,NA,NA,1,1132324,1132324,0.033,NA,1132324,0.033,NA,NA,10417.73,1145950.41,NA,0.008
020300100,WORTH TOWNSHIP SPECIAL SERVICE AREA #1,0,0,2021,0,1,NA,NA,NA,NA,6983316,0,6353685,6353685,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030010000,VILLAGE OF ALSIP,-161372,-2540,2021,-163912,1,NA,NA,NA,NA,693233932,1820538,643517971,643517971,1,14868240,14868240,2.311,NA,14868240,2.311,NA,NA,NA,14871700.31,1,0.011
030010020,VILLAGE OF ALSIP RB,-2375,-30,2021,-2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010080,VILLAGE OF ALSIP FIRE PENSION ESCROW,-50912,-787,2021,-51699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010085,VILLAGE OF ALSIP - POLICE PENSION ESCROW,-79177,-1201,2021,-80378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010100,VIL ALSIP SPEC SERV AREA #1,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010101,VIL ALSIP SPEC SERV AREA #2,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010102,VIL ALSIP SPEC SERV AREA #3,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010103,VIL ALSIP SPEC SERV AREA #4,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010104,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 6,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010105,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 7,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010106,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 8,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010107,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 9,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010108,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 10,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010109,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 11,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010110,VILLAGE OF ALSIP SPECIAL SERVICE AREA NO. 12,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010111,VILLAGE OF ALSIP SPECIAL SERVICE AREA 13,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010112,VILLAGE OF ALSIP SPECIAL SERVICE AREA #14,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010500,TIF VIL OF ALSIP-123RD ST,-6943,0,2021,-6943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010501,TIF VIL OF ALSIP-123RD PL/CICERO AVE,-1442,0,2021,-1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010502,TIF VIL OF ALSIP-PULASKI ROAD CORRIDOR,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030010503,TIF VIL OF ALSIP-NW CORNER CICERO/I-294,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020000,VILLAGE OF ARLINGTON HEIGHTS,-349293,-2991,2021,-352284,1,NA,NA,NA,NA,NA,9300141,NA,NA,1,38042660,38042660,1.219,NA,38042660,1.219,NA,NA,NA,38057128.35,NA,0.009
030020001,VILLAGE OF ARLINGTON HTS LIBRARY FUND,-186289,-1617,2021,-187906,1,NA,NA,NA,NA,NA,9300141,NA,NA,1,14827731,14827731,0.475,NA,14827731,0.475,NA,NA,NA,14829479.87,NA,0.013
030020002,VILLAGE OF ARLINGTON HTS BOND,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020020,VILLAGE OF ARLINGTON HEIGHTS RB,-3633,-25,2021,-3658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020080,VILLAGE OF ARLINGTON HEIGHTS FIRE PENSION,-65210,-572,2021,-65782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020085,VILLAGE OF ARLINGTON HEIGHTS POLICE PENSION,-52963,-472,2021,-53435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020500,TIF VIL OF ARLINGTON HEIGHTS-SOUTH CEN BUS,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020501,TIF VIL OF ARLINGTON HEIGHTS-2,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020502,TIF VIL OF ARLINGTON HEIGHTS-3,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020503,TAX INC VILL OF ARLINGTON HEIGHTS 3,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020504,TIF VIL OF ARLINGTON HTS-GOLF/ARLINGTON HTS,-62190,0,2021,-62190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020505,TIF VIL OF ARLINGTON HEIGHTS-5,-162,0,2021,-162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020506,TIF VIL OF ARLINGTON HEIGHTS-HICKORY/KENSING,-14103,0,2021,-14103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030020507,TIF VIL OF ARLINGTON HEIGHTS-SO ARL HTS RD,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030000,VILLAGE OF BARRINGTON,-17596,-18,2021,-17614,0,2020,3515698,640962682,0.549,372836705,1030734,343548193,642684722,0.5497,3685018,3685018,0.574,3526732,1990323,0.58,AGENCY,NA,51532.23,1992579.52,0.535,0.009
030030002,VILLAGE OF BARRINGTON BOND,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030020,VILLAGE OF BARRINGTON RB,-105,-2,2021,-107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030080,VILLAGE OF BARRINGTON FIRE PENSION ESCROW,-2344,-3,2021,-2347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030085,VILLAGE OF BARRINGTON POLICE PENSION ESCROW,-7481,-9,2021,-7490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030100,VILLAGE OF BARRINGTON SPECIAL SERVICE AREA,-272,0,2021,-272,1,NA,NA,NA,NA,14175756,0,14349540,19856476,1,21420,19683,0.1,NA,19683,0.1,NA,NA,NA,14349.54,0.723,0.014
030030101,VILLAGE OF BARRINGTON SPECIAL SERVICE 2,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030110,VIL OF BARRINGTON SPECIAL SERVICE AREA 16,0,0,2021,0,1,NA,NA,NA,NA,282465,0,282465,282465,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
030030111,VIL OF BARRINGTON SPECIAL SERVICE AREA 17,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030030500,TIF VIL OF BARRINGTON-VILLAGE CENTER,-11630,0,2021,-11630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030040000,VILLAGE OF BARRINGTON HILLS,-40671,0,2021,-40671,1,NA,NA,NA,NA,219951858,366480,202169097,401125930,0.574,5027394,5027394,1.254,NA,2885724,1.428,NA,NA,NA,2886974.71,0.504,0.014
030040020,VILLAGE OF BARRINGTON HILLS RB,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030040085,VILLAGE OF BARRINGTON HILLS POLICE PENSION,-6559,0,2021,-6559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050000,VILLAGE OF BARTLETT,-54406,-1025,2021,-55431,1,NA,NA,NA,NA,415065395,844236,382709837,1181800784,0.3883,12016359,12016359,1.017,NA,4665952,1.22,NA,NA,NA,4669060.01,0.324,0.012
030050002,VILLAGE OF BARTLETT BOND,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050020,VILLAGE OF BARTLETT RB,-2337,-50,2021,-2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050085,VILLAGE OF BARTLETT POLICE PENSION ESCROW,-7877,-147,2021,-8024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050106,VIL OF BARTLETT SPEC SERV AREA 1- BLUFF CITY,-38794,0,2021,-38794,1,NA,NA,NA,NA,10392857,0,9681277,9681277,1,994622,994622,10.274,NA,994622,10.274,NA,NA,NA,994654.4,1,0.039
030050500,TIF VIL OF BARTLETT,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050501,TIF VIL OF BARTLETT-BARTLETT QUARRY,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030050502,TIF VIL OF BARTLETT-ROUTE 59/LAKE ST,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060000,VILLAGE OF BEDFORD PARK,-344064,0,2021,-344064,1,NA,NA,NA,NA,505973947,2815770,478052661,478052661,1,15089484,15089484,3.157,NA,15089484,3.157,NA,NA,NA,15092122.51,1,0.023
030060002,VILLAGE OF BEDFORD PARK BOND,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060020,VILLAGE OF BEDFORD PARK RB,-1168,0,2021,-1168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060500,TIF VIL OF BEDFORD PARK,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060501,TIF VIL OF BEDFORD PARK-1,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060502,TIF VIL OF BEDFORD PARK-2,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060503,TIF VIL OF BEDFORD PARK-72ND ST/CICERO AVE,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060504,TIF VIL OF BEDFORD PARK-FORD CITY WEST,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060505,TIF VIL OF BEDFORD PARK-INDUSTRIAL,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060506,TIF VIL OF BEDFORD PARK-65TH ST,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030060507,TIF VIL OF BEDFORD PARK-ARCHER AVE,-35569,0,2021,-35569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030070000,VILLAGE OF BELLWOOD,-162262,-8351,2021,-170613,1,NA,NA,NA,NA,275992756,361654,253189425,253189425,1,17580966,17580966,6.944,NA,17580966,6.944,NA,NA,NA,17581473.67,1,0.01
030070001,VILLAGE OF BELLWOOD LIBRARY FUND,-23476,-1239,2021,-24715,1,NA,NA,NA,NA,275992756,361654,253189425,253189425,1,1846839,1846839,0.73,NA,1846839,0.73,NA,NA,NA,1848282.8,1,0.013
030070020,VILLAGE OF BELLWOOD RB,0,0,2021,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
030070022,VILLAGE OF BELLWOOD 2006 ESCROW,-190,-55,2021,-245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
